Date Created [UTC]	: 2024-05-31 07:27:21
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-SW-WRF
Water Depth [mMSL]	: 40.800000
Cell Size [m]		: 5879.800000
Start Date [UTC]	: 1979-01-01 07:00:00
End Date [UTC]		: 2023-09-30 23:00:00
Time Step [s]		: 3600.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Sign. Wave Height (H_{m0}) [m],Peak Wave Period (T_{p}) [s],Mean Wave Period (T_{01}) [s],Zero-crossing Wave Period (T_{02}) [s],Peak Wave Direction (PWD) [\Deg.N-from],Mean Wave Direction (MWD) [\Deg.N-from],Directional Standard Deviation (DSD) [\Deg.],Sign. Wave Height - Wind-Sea (H_{m0-Sea}) [m],Peak Wave Period - Wind-Sea (T_{p-Sea}) [s],Mean Wave Period - Wind-Sea (T_{01-Sea}) [s],Zero-crossing Wave Period - Wind-Sea (T_{02-Sea}) [s],Peak Wave Direction - Wind-Sea (PWD_{Sea}) [\Deg.N-from],Mean Wave Direction - Wind-Sea (MWD_{Sea}) [\Deg.N-from],Directional Standard Deviation - Wind-Sea (DSD_{Sea}) [\Deg.],Sign. Wave Height - Swell (H_{m0-Swell}) [m],Peak Wave Period - Swell (T_{p-Swell}) [s],Mean Wave Period - Swell (T_{01-Swell}) [s],Zero-crossing Wave Period - Swell (T_{02-Swell}) [s],Peak Wave Direction - Swell (PWD_{Swell}) [\Deg.N-from],Mean Wave Direction - Swell (MWD_{Swell}) [\Deg.N-from],Directional Standard Deviation - Swell (DSD_{Swell}) [\Deg.]
1979-02-22 12:00:00,0.42,4.4,3.27,2.66,100,73.04,61.83,0.18,2,1.54,1.4,290,286.72,31.77,0.38,4.4,4.3,3.97,100,81.67,47.03
1979-02-22 13:00:00,0.42,4.29,2.93,2.37,100,49.64,69.46,0.23,2.14,1.63,1.47,300,288.58,31.98,0.36,4.29,4.37,4.01,100,77.82,49.57
1979-02-22 14:00:00,0.4,4.23,2.9,2.32,110,36.49,71.03,0.22,2.18,1.62,1.46,290,283.75,32.9,0.33,4.23,4.47,4.07,110,72.21,51.83
1979-02-22 15:00:00,0.38,4.18,2.9,2.32,110,18.4,70.24,0.22,2.2,1.65,1.49,310,290.38,34.98,0.31,4.18,4.54,4.09,110,65.77,56.12
1979-02-22 16:00:00,0.43,14.71,2.58,2.15,320,339.35,60.37,0.31,2.39,1.85,1.68,320,312.29,33.57,0.29,14.71,4.75,4.15,110,55.44,60.25
1979-02-22 17:00:00,0.4,15.42,2.72,2.21,320,339.15,59.14,0.28,2.42,1.84,1.68,330,306.47,35.85,0.28,15.42,5.01,4.18,320,37.08,57.46
1979-02-22 18:00:00,0.36,15.72,2.91,2.25,320,341.41,57.04,0.23,2.31,1.73,1.56,330,306.95,35.96,0.28,15.72,5.51,4.5,320,20,56.97
1979-02-22 19:00:00,0.35,15.87,3.15,2.33,320,338.63,54.02,0.21,2.2,1.65,1.5,330,303.19,36.78,0.28,15.87,6.19,4.91,320,4.87,53.5
1979-02-22 20:00:00,0.34,15.91,3.62,2.56,320,336.2,50.87,0.18,2.16,1.61,1.46,330,297.48,36.88,0.29,15.91,6.75,5.22,320,353.25,49.38
1979-02-22 21:00:00,0.34,15.91,4.02,2.67,320,333.88,46.8,0.17,2.15,1.57,1.42,260,293.99,37.36,0.3,15.91,7.87,5.99,320,346.84,44.1
1979-02-22 22:00:00,0.35,15.87,4.01,2.59,320,331.37,42.57,0.18,2.06,1.53,1.39,270,304.02,38.06,0.31,15.87,8.57,6.01,320,340.47,41.02
1979-02-22 23:00:00,0.38,15.69,3.8,2.52,320,327.18,39.7,0.21,2.19,1.63,1.48,290,301.63,37.34,0.31,15.69,9.78,7.19,320,338.51,36.4
1979-02-23 00:00:00,0.44,15.58,3.14,2.3,320,320.06,36.62,0.31,2.34,1.82,1.65,290,303.69,33.81,0.32,15.58,10.67,7.75,320,335.8,33.4
1979-02-23 01:00:00,0.49,15.6,3.08,2.37,320,316.57,36.13,0.38,2.61,2.03,1.84,300,303.34,34.74,0.32,15.6,11.1,7.91,320,334.36,31.25
1979-02-23 02:00:00,0.76,15.57,3.05,2.61,320,308.24,34.86,0.69,3.36,2.64,2.4,300,303.79,33.95,0.32,15.57,10.85,7.11,320,328.84,32.85
1979-02-23 03:00:00,0.8,15.4,3.41,2.92,320,300.53,38.73,0.69,3.72,2.87,2.6,270,303.09,35.77,0.41,15.4,7.2,5.71,320,292.25,45.2
1979-02-23 04:00:00,0.97,4.94,3.82,3.3,260,288.73,37.74,0.78,4.39,3.13,2.82,270,299,34.52,0.59,5.67,6.32,5.64,250,269.63,37.4
1979-02-23 05:00:00,1.2,5.49,4.07,3.57,260,288.33,35.52,1.06,5.16,3.64,3.27,280,294.12,32.6,0.57,6.27,6.81,6.07,250,266.39,38.42
1979-02-23 06:00:00,1.22,5.57,4.16,3.67,270,290.96,35.25,1.08,5.38,3.73,3.36,290,296.58,32.59,0.58,6.31,6.85,6.14,250,270.01,37.82
1979-02-23 07:00:00,1.18,5.55,4.15,3.67,270,294.3,35.09,1.02,5.18,3.67,3.33,290,300.24,32.7,0.59,6.25,6.73,6.12,260,275.52,36.66
1979-02-23 08:00:00,1.11,5.51,4.11,3.63,280,295.95,34.88,0.97,5.2,3.65,3.31,290,300.28,32.59,0.54,6.26,6.76,6.06,260,280.83,38.51
1979-02-23 09:00:00,1.06,5.46,4.05,3.56,280,297.21,34.55,0.96,5.33,3.68,3.32,300,299.84,32.52,0.46,6.34,7.04,6.09,250,284.56,40.35
1979-02-23 10:00:00,1.07,5.34,3.93,3.46,320,300.8,34.12,0.97,5.15,3.6,3.23,300,304.7,31.78,0.46,6.26,6.7,5.74,260,281.29,38.8
1979-02-23 11:00:00,1.12,5.19,3.93,3.49,320,302.82,33.26,1.06,5.14,3.71,3.35,310,303.76,31.59,0.37,13.92,7.48,6.19,250,293.78,43.73
1979-02-23 12:00:00,1.1,5.15,3.9,3.47,320,304.04,33.19,1.04,5.11,3.68,3.33,310,304.89,31.72,0.37,13.84,7.49,6.18,320,296.31,42.36
1979-02-23 13:00:00,1.08,5.17,3.88,3.44,320,305.91,33.22,1.01,5.13,3.64,3.29,320,306.94,31.68,0.37,13.84,7.35,6.09,320,297.2,42.1
1979-02-23 14:00:00,1.06,5.26,3.89,3.44,320,307.89,33.59,0.97,5.15,3.59,3.24,320,311.12,31.58,0.43,6.7,6.87,5.95,320,289.27,38.63
1979-02-23 15:00:00,1.06,5.46,3.95,3.48,320,309.61,34.08,0.94,5.17,3.54,3.19,320,314.11,32.31,0.5,6.4,6.66,6,320,292.86,35.94
1979-02-23 16:00:00,1.1,5.59,4.01,3.54,320,311.45,33.87,0.99,5.45,3.67,3.31,320,315.77,31.73,0.47,6.82,6.76,6.03,320,290.47,36.83
1979-02-23 17:00:00,1.13,5.7,4.05,3.59,320,312.87,33.78,1.02,5.52,3.7,3.34,320,317.14,31.97,0.49,6.86,6.86,6.18,320,293.22,35.76
1979-02-23 18:00:00,1.13,5.82,4.12,3.63,320,312.99,33.51,1.01,5.59,3.73,3.36,320,317.2,32.06,0.51,6.9,6.95,6.33,280,295.85,34.58
1979-02-23 19:00:00,1.15,6,4.16,3.65,320,312.64,33.25,1.02,5.71,3.74,3.36,320,316.77,31.96,0.53,7.02,7.12,6.51,280,296.72,34.01
1979-02-23 20:00:00,1.27,6.12,4.14,3.64,320,314.22,32.9,1.18,6.03,3.86,3.45,320,318.13,31.19,0.47,7.74,7.43,6.5,280,288.46,33.76
1979-02-23 21:00:00,1.58,5.72,4.44,3.97,330,316.8,32.48,1.48,5.68,4.18,3.79,330,321.59,30.46,0.56,7.81,7.67,7.03,280,282.6,28.2
1979-02-23 22:00:00,2.03,6.16,4.77,4.3,330,318.14,31.69,2,6.15,4.7,4.25,330,319.58,30.53,0.39,8.48,7.91,6.74,250,273.03,36.04
1979-02-23 23:00:00,2.34,6.76,5.15,4.65,310,320.36,32.17,2.3,6.7,5.09,4.61,300,322.18,30.85,0.45,8.63,7.42,6.41,260,266.22,27.55
1979-02-24 00:00:00,2.52,7.07,5.39,4.87,310,323.81,32.06,2.47,7.01,5.33,4.82,310,325.68,30.7,0.49,7.99,7.66,6.76,270,270.33,27.34
1979-02-24 01:00:00,2.66,7.23,5.51,4.97,310,328.8,31.73,2.63,7.22,5.47,4.94,310,329.82,30.84,0.41,9.38,7.78,6.5,260,276.32,35.33
1979-02-24 02:00:00,2.57,7.5,5.63,5.07,310,330.56,31.82,2.47,7.43,5.49,4.97,320,333.68,30.3,0.72,9.43,8.13,7.22,290,291.57,27.31
1979-02-24 03:00:00,2.63,7.57,5.7,5.16,320,333.26,31.24,2.59,7.55,5.65,5.12,320,334.49,30.28,0.46,9.65,7.94,6.78,280,288.32,34.89
1979-02-24 04:00:00,2.73,7.59,5.71,5.16,330,336.2,30.65,2.71,7.59,5.68,5.15,330,336.87,30.07,0.33,10.48,7.51,6.12,260,283.82,33.16
1979-02-24 05:00:00,2.72,7.62,5.72,5.17,330,339.21,30.78,2.69,7.61,5.69,5.15,330,340.02,30.16,0.36,9.79,8.13,6.79,290,288.89,30.92
1979-02-24 06:00:00,2.67,7.67,5.76,5.2,330,341.74,30.83,2.63,7.66,5.7,5.16,330,342.86,30.16,0.45,9.92,8.82,7.65,300,300.57,29.8
1979-02-24 07:00:00,2.62,7.71,5.73,5.17,340,343.62,30.3,2.59,7.69,5.67,5.13,340,344.73,29.6,0.44,10.23,8.87,7.79,300,302.14,29.94
1979-02-24 08:00:00,2.41,7.84,5.82,5.24,330,343.65,30.52,2.2,7.6,5.45,4.94,330,348.94,29.51,0.99,9.23,8.82,8.43,320,317.92,22.69
1979-02-24 09:00:00,2.28,7.93,5.83,5.21,330,344.09,30.44,1.84,7.04,5,4.53,340,354.46,30.56,1.34,8.56,8.47,8.26,330,325.91,20.83
1979-02-24 10:00:00,2.16,8,5.88,5.22,340,344.39,29.99,1.54,6.78,4.62,4.19,340,358.09,31.82,1.52,8.11,8.21,8.03,320,331.5,21.58
1979-02-24 11:00:00,2.07,8.09,5.95,5.25,340,344.18,29.14,1.23,5.94,4.11,3.73,350,2.3,33.54,1.66,8.09,7.9,7.72,330,335.38,21.84
1979-02-24 12:00:00,1.98,8.17,6,5.26,340,344.24,28.35,0.87,4.57,3.37,3.08,10,8.41,33.78,1.78,8.17,7.37,7.14,340,339.15,24.2
1979-02-24 13:00:00,1.9,8.22,6.12,5.35,340,344.04,27.46,0.73,4.43,3.17,2.89,20,8.03,36.01,1.75,8.22,7.29,7.02,340,340.51,23.9
1979-02-24 14:00:00,1.82,8.22,6.18,5.41,340,343.99,26.44,0.64,4.11,3.03,2.76,20,4.48,36.36,1.7,8.22,7.26,7,340,341.49,23.6
1979-02-24 15:00:00,1.75,8.18,6.19,5.38,340,344.12,25.55,0.57,4.01,2.83,2.58,20,2.53,37.25,1.66,8.18,7.2,6.93,340,342.28,23.04
1979-02-24 16:00:00,1.69,8.12,6.17,5.35,350,344.46,24.82,0.56,4.01,2.82,2.57,20,356.28,37.44,1.59,8.12,7.22,6.96,350,343.23,22.47
1979-02-24 17:00:00,1.63,8.06,6.09,5.25,350,344.99,24.28,0.61,4.21,2.97,2.68,10,354.9,35.39,1.51,8.06,7.34,7.11,350,343.61,21.63
1979-02-24 18:00:00,1.57,7.99,5.99,5.14,350,345.57,23.88,0.63,4.45,3.04,2.75,10,352.21,35.69,1.43,7.99,7.4,7.2,350,344.45,20.6
1979-02-24 19:00:00,1.51,7.93,5.85,5,350,346.39,23.62,0.69,4.67,3.19,2.88,10,352.12,33.48,1.34,7.93,7.5,7.33,350,345.06,20
1979-02-24 20:00:00,1.47,7.86,5.67,4.82,350,347.53,23.5,0.73,4.94,3.21,2.9,10,353.67,32.9,1.28,7.86,7.52,7.34,350,345.78,19.21
1979-02-24 21:00:00,1.44,7.79,5.53,4.69,350,348.54,23.56,0.78,5.07,3.32,2.99,0,356.46,31.22,1.21,7.79,7.61,7.43,350,345.62,18.77
1979-02-24 22:00:00,1.39,7.73,5.57,4.7,350,348.77,23.48,0.66,4.41,3,2.71,0,359.15,32.96,1.23,7.73,7.36,7.13,350,346.18,19.18
1979-02-24 23:00:00,1.35,7.67,5.71,4.79,350,348.21,22.83,0.59,4.44,2.92,2.64,10,359.42,32.94,1.21,7.67,7.39,7.11,350,345.86,18.89
1979-02-25 00:00:00,1.32,7.62,5.87,4.87,350,347.46,22.13,0.51,3.99,2.68,2.43,10,358.73,34.41,1.22,7.62,7.38,7.04,350,345.79,18.7
1979-02-25 01:00:00,1.31,7.57,6.16,5.07,350,346.76,21.44,0.37,3.23,2.27,2.06,20,2.16,36.15,1.26,7.57,7.23,6.75,350,345.65,19.22
1979-02-25 02:00:00,1.31,7.52,6.54,5.37,350,346.1,20.57,0.27,2.7,1.99,1.81,20,0.96,35.79,1.29,7.52,7.28,6.65,350,345.54,19.41
1979-02-25 03:00:00,1.33,13.87,6.9,5.63,350,345.64,19.74,0.23,2.63,1.85,1.67,20,356.61,37.78,1.31,13.87,7.56,6.87,350,345.36,18.81
1979-02-25 04:00:00,1.35,13.49,7.22,5.86,350,345.43,19.08,0.23,2.68,1.88,1.69,0,348.25,36.25,1.33,13.49,7.91,7.19,350,345.36,18.29
1979-02-25 05:00:00,1.37,13.21,7.53,6.1,350,345.45,18.6,0.21,2.65,1.77,1.59,20,338.91,35.94,1.36,13.21,8.14,7.37,350,345.58,17.98
1979-02-25 06:00:00,1.39,13.06,7.85,6.42,350,345.68,18.28,0.17,2.48,1.68,1.51,310,326.61,33.61,1.38,13.06,8.34,7.51,350,345.94,17.8
1979-02-25 07:00:00,1.41,12.96,8,6.46,350,345.87,18.31,0.18,2.6,1.66,1.49,310,314.76,31.97,1.39,12.96,8.56,7.75,350,346.31,17.6
1979-02-25 08:00:00,1.42,12.84,8.01,6.34,350,346.11,18.29,0.25,3.24,1.94,1.72,310,320.55,31.35,1.4,12.84,8.9,8.19,350,346.81,17.22
1979-02-25 09:00:00,1.42,12.71,7.97,6.25,350,346.21,18.45,0.27,3.22,1.96,1.75,310,317.74,30.95,1.4,12.71,8.99,8.3,350,347.1,17.09
1979-02-25 10:00:00,1.41,12.57,7.98,6.26,350,346.23,18.53,0.28,3.29,2.04,1.82,310,312.89,29.37,1.39,12.57,9.05,8.35,350,347.38,16.82
1979-02-25 11:00:00,1.39,12.3,8.11,6.41,350,346.19,18.53,0.21,2.49,1.74,1.56,290,299.24,30.23,1.38,12.3,8.86,8.06,350,347.07,16.97
1979-02-25 12:00:00,1.36,12.05,8.14,6.4,350,345.9,18.69,0.21,2.62,1.75,1.57,300,293.77,30.88,1.35,12.05,8.95,8.21,350,346.91,16.71
1979-02-25 13:00:00,1.33,11.91,7.82,5.89,350,344.91,20.36,0.28,2.5,1.9,1.69,300,286.79,31.35,1.3,11.91,9.1,8.38,350,346.87,16.29
1979-02-25 14:00:00,1.31,11.83,7.22,5.27,350,342.83,23.96,0.37,2.53,2.06,1.85,300,281.72,32.85,1.26,11.83,9.26,8.63,350,346.69,16.25
1979-02-25 15:00:00,1.29,11.76,6.67,4.85,350,340.08,28.18,0.46,2.82,2.24,2.02,280,276.45,33.6,1.21,11.76,9.34,8.72,350,346.5,16.41
1979-02-25 16:00:00,1.28,11.69,6.26,4.61,350,337.19,31.79,0.53,3.09,2.4,2.17,280,273.48,33.48,1.16,11.69,9.38,8.76,350,346.42,16.73
1979-02-25 17:00:00,1.26,11.63,5.99,4.48,350,334.54,34.65,0.58,3.33,2.55,2.31,270,271.67,33.43,1.12,11.63,9.38,8.77,350,346.5,17.11
1979-02-25 18:00:00,1.24,11.58,5.72,4.33,350,331.42,37.7,0.63,3.5,2.67,2.41,270,268.81,33.23,1.07,11.58,9.32,8.69,350,346.66,17.57
1979-02-25 19:00:00,1.24,11.51,5.44,4.21,350,326.98,41.55,0.67,3.68,2.78,2.52,270,262.69,32.9,1.04,11.51,9.13,8.48,350,346.53,18.08
1979-02-25 20:00:00,1.24,11.42,5.16,4.06,350,321.49,44.87,0.74,3.83,2.91,2.63,260,260.58,33.77,0.99,11.42,9.09,8.45,350,346.77,18.61
1979-02-25 21:00:00,1.26,11.3,4.86,3.9,350,313.5,47.84,0.83,4.02,3.04,2.74,260,257.82,33.81,0.95,11.3,8.9,8.17,350,346.5,19.23
1979-02-25 22:00:00,1.31,11.01,4.65,3.84,350,303.36,49.63,0.94,4.21,3.23,2.92,260,256.29,33.91,0.91,11.01,8.8,8.09,350,346.28,19.04
1979-02-25 23:00:00,1.36,10.78,4.54,3.83,350,293.63,50.12,1.05,4.47,3.42,3.1,260,255.25,34.07,0.87,10.78,8.74,8.03,350,346.07,18.94
1979-02-26 00:00:00,1.4,10.63,4.47,3.82,350,286.13,49.56,1.13,4.66,3.55,3.22,260,254.56,33.56,0.83,10.63,8.59,7.8,350,345.53,20.28
1979-02-26 01:00:00,1.42,10.54,4.44,3.83,350,280.64,48.66,1.18,4.87,3.66,3.31,260,253.94,33.21,0.79,10.54,8.49,7.64,350,344.92,20.74
1979-02-26 02:00:00,1.43,5.03,4.46,3.89,350,276.1,47.69,1.22,5,3.78,3.44,270,253.02,32.7,0.75,10.46,8.44,7.63,350,344.25,21.2
1979-02-26 03:00:00,1.42,5.11,4.46,3.91,270,272.61,46.95,1.22,5.08,3.84,3.49,270,251.28,32.2,0.72,10.4,8.25,7.42,350,342.32,21.55
1979-02-26 04:00:00,1.39,5.16,4.46,3.91,270,270.16,46.52,1.2,5.11,3.87,3.51,270,250.16,31.74,0.7,10.33,8.06,7.22,350,340.26,25.94
1979-02-26 05:00:00,1.35,5.19,4.44,3.9,260,267.77,46.49,1.17,5.14,3.88,3.51,260,248.58,31.65,0.67,10.26,7.95,7.08,350,339.32,27.43
1979-02-26 06:00:00,1.34,5.17,4.34,3.82,260,264.77,45.69,1.19,5.14,3.85,3.49,260,248.23,31.76,0.62,10.18,8.11,7.22,350,341.06,25.62
1979-02-26 07:00:00,1.33,5.15,4.29,3.78,260,262.54,45.1,1.19,5.13,3.84,3.48,260,247.44,31.82,0.6,10.02,8.01,7.12,350,340.23,26.62
1979-02-26 08:00:00,1.33,5.14,4.25,3.76,250,260.99,44.33,1.2,5.12,3.85,3.49,250,247.55,32.15,0.57,9.83,7.87,6.97,350,339.14,28.35
1979-02-26 09:00:00,1.33,5.14,4.22,3.74,250,259.73,43.55,1.21,5.12,3.86,3.5,250,247.78,32.56,0.55,9.7,7.72,6.8,350,338.35,28.78
1979-02-26 10:00:00,1.35,5.14,4.19,3.72,250,257.78,42.49,1.25,5.13,3.89,3.52,250,247.63,32.71,0.52,9.59,7.58,6.62,350,337.83,29.24
1979-02-26 11:00:00,1.38,5.15,4.15,3.71,250,255.35,41.34,1.29,5.13,3.91,3.55,250,246.73,32.62,0.49,9.51,7.2,6.15,350,336.98,28.59
1979-02-26 12:00:00,1.43,5.18,4.15,3.72,250,253.77,40.25,1.35,5.16,3.96,3.59,250,247.16,33.03,0.46,9.42,7.13,5.98,350,337.23,31.78
1979-02-26 13:00:00,1.5,5.25,4.18,3.75,250,252.8,39,1.44,5.24,4.03,3.65,250,247.44,33.16,0.43,9.3,7.01,5.78,350,336.78,28.9
1979-02-26 14:00:00,1.55,5.43,4.29,3.87,250,252,38.42,1.49,5.42,4.15,3.78,250,247.16,33.4,0.42,7.8,7.11,5.98,350,333.85,27.49
1979-02-26 15:00:00,1.6,5.6,4.39,3.95,260,253.15,37.87,1.55,5.59,4.26,3.87,260,248.97,33.44,0.43,7.71,7.04,5.93,320,330.27,35.17
1979-02-26 16:00:00,1.65,5.7,4.47,4.02,260,254.09,37.49,1.59,5.69,4.35,3.94,260,250.03,33.52,0.44,7.7,7.05,5.96,310,326.43,35.16
1979-02-26 17:00:00,1.64,5.78,4.53,4.07,260,255.07,37.71,1.58,5.76,4.39,3.98,260,250.76,33.85,0.46,7.71,7.08,6.03,310,321.8,36.61
1979-02-26 18:00:00,1.66,5.84,4.54,4.09,260,255.19,37.78,1.59,5.83,4.4,3.99,260,250.02,33.98,0.48,7.73,6.98,5.99,310,320.51,27.64
1979-02-26 19:00:00,1.67,5.94,4.58,4.12,260,255,38.04,1.58,5.92,4.4,3.98,260,248.57,34.03,0.54,7.51,7.12,6.32,300,315.01,25.47
1979-02-26 20:00:00,1.7,6.02,4.63,4.15,250,255.61,38.01,1.61,5.99,4.46,4.03,250,249.95,34.26,0.54,7.78,7.05,6.15,310,314.21,31.14
1979-02-26 21:00:00,1.72,6.09,4.68,4.2,250,256.74,37.97,1.63,6.05,4.48,4.06,250,250.75,34.48,0.57,7.8,7.31,6.5,310,310.62,30.68
1979-02-26 22:00:00,1.74,6.2,4.74,4.25,290,258.21,37.87,1.63,6.12,4.51,4.08,270,251.75,34.55,0.61,7.82,7.37,6.63,310,307.83,30.19
1979-02-26 23:00:00,1.76,6.28,4.77,4.28,290,258.74,37.66,1.64,6.18,4.53,4.1,270,252.03,34.48,0.63,7.83,7.42,6.74,310,306.15,29.33
1979-02-27 00:00:00,1.75,6.37,4.86,4.38,280,259.5,37.41,1.63,6.23,4.59,4.18,280,252.57,34.5,0.66,7.82,7.49,6.93,310,303.06,29.29
1979-02-27 01:00:00,1.76,6.4,4.88,4.4,280,259.63,37.1,1.64,6.27,4.63,4.21,270,252.99,34.19,0.65,7.84,7.47,6.91,310,304.28,28.69
1979-02-27 02:00:00,1.76,6.4,4.88,4.39,280,259.35,37.03,1.61,6.2,4.58,4.16,270,251.36,33.86,0.71,7.74,7.37,6.91,300,301.92,27.11
1979-02-27 03:00:00,1.72,6.45,4.83,4.33,280,258.96,37.61,1.53,6.14,4.46,4.04,280,248.42,33.81,0.78,7.61,7.15,6.7,290,299.82,26.09
1979-02-27 04:00:00,1.69,6.48,4.79,4.29,280,258.4,37.85,1.51,6.14,4.42,4,280,247.48,34.04,0.76,7.61,7.13,6.68,290,300.74,23.75
1979-02-27 05:00:00,1.67,6.47,4.76,4.26,280,257.49,38.15,1.5,6.15,4.4,3.98,280,246.18,34.03,0.75,7.59,7.07,6.63,290,301.42,22.91
1979-02-27 06:00:00,1.69,6.4,4.7,4.21,280,254.89,38.57,1.53,6.12,4.39,3.97,270,243.51,33.94,0.73,7.53,6.86,6.35,290,303.98,18.75
1979-02-27 07:00:00,1.68,6.32,4.67,4.18,280,252.9,38.97,1.51,6.04,4.34,3.93,270,240.79,33.67,0.74,7.52,6.83,6.4,300,303.65,18.73
1979-02-27 08:00:00,1.68,6.22,4.63,4.15,280,250.1,39.48,1.52,5.99,4.33,3.92,260,238.52,33.85,0.71,7.48,6.82,6.38,300,304.61,18.95
1979-02-27 09:00:00,1.71,6.08,4.62,4.15,240,246.52,39.66,1.57,5.85,4.35,3.94,240,236.13,33.95,0.68,7.49,6.88,6.4,300,304.87,20.79
1979-02-27 10:00:00,1.7,6.05,4.67,4.19,240,244.95,39.89,1.55,5.88,4.37,3.97,240,233.9,33.81,0.71,7.27,6.88,6.4,300,301.46,24.05
1979-02-27 11:00:00,1.7,6.05,4.65,4.18,240,242.88,39.84,1.56,5.95,4.38,3.97,240,231.99,33.42,0.69,7.26,6.79,6.26,300,302.53,21.87
1979-02-27 12:00:00,1.73,6.03,4.63,4.16,230,239.05,40.11,1.62,5.94,4.43,4.01,230,230.44,33.94,0.61,7.38,6.79,6.18,300,308.49,20.92
1979-02-27 13:00:00,1.86,5.93,4.62,4.16,230,234.04,39.03,1.79,5.86,4.5,4.07,230,228.48,33.78,0.53,7.66,6.86,6.08,300,314.89,22.04
1979-02-27 14:00:00,1.9,6.07,4.67,4.2,230,232.04,38.88,1.81,6.03,4.52,4.09,230,226,33.07,0.57,7.45,6.92,6.17,300,311.54,23.95
1979-02-27 15:00:00,1.93,6.15,4.77,4.32,230,230.44,38.54,1.85,6.11,4.64,4.22,230,224.99,32.81,0.55,7.58,7.18,6.44,300,312.9,25.84
1979-02-27 16:00:00,2.07,6.21,4.81,4.35,230,228.54,37.54,2.01,6.19,4.71,4.27,230,224.71,32.6,0.5,8.3,7.39,6.45,320,320.73,25.43
1979-02-27 17:00:00,2.13,6.25,4.87,4.4,230,226.15,37.67,2.07,6.24,4.77,4.33,230,222.47,32.49,0.51,8.62,7.49,6.44,320,322.48,26.99
1979-02-27 18:00:00,2.23,6.31,4.94,4.46,230,223.69,37.67,2.16,6.3,4.84,4.4,230,220.19,32.2,0.53,8.68,7.67,6.53,320,324.53,28.75
1979-02-27 19:00:00,2.25,6.4,5.04,4.55,200,222.18,38.49,2.18,6.39,4.93,4.47,200,218.46,32.34,0.56,8.69,7.86,6.64,320,326.4,30.59
1979-02-27 20:00:00,2.36,6.6,5.21,4.72,230,223.04,37.84,2.29,6.58,5.09,4.63,230,219.4,31.5,0.58,12.84,8.45,7.29,340,328.35,29.54
1979-02-27 21:00:00,2.48,6.85,5.35,4.83,220,219.02,38.06,2.4,6.83,5.2,4.73,220,214.98,31.02,0.64,12.82,8.77,7.77,340,324.53,27.75
1979-02-27 22:00:00,2.56,6.93,5.4,4.87,220,216.91,38,2.47,6.91,5.26,4.78,220,213.01,30.49,0.66,12.7,8.73,7.58,340,327.34,27.08
1979-02-27 23:00:00,2.58,7,5.47,4.93,220,216.69,37.79,2.5,6.99,5.32,4.82,220,213.26,30.08,0.64,12.53,9.51,8.32,340,334.41,26.62
1979-02-28 00:00:00,2.62,7.11,5.57,5.01,220,216.42,37.59,2.54,7.09,5.42,4.9,220,213.09,29.74,0.65,12.29,9.7,8.45,340,335.93,26.36
1979-02-28 01:00:00,2.62,7.18,5.61,5.05,200,214.28,37.79,2.54,7.16,5.46,4.94,200,210.88,29.46,0.66,12.06,9.65,8.4,340,334.92,28.63
1979-02-28 02:00:00,2.65,7.29,5.65,5.07,210,213.45,37.61,2.56,7.27,5.49,4.97,210,210.17,29.11,0.67,11.85,9.71,8.46,340,336.12,28.42
1979-02-28 03:00:00,2.52,7.31,5.67,5.09,210,213.48,39.05,2.4,7.27,5.47,4.95,210,208.87,29.17,0.75,11.49,9.15,8.01,340,323.18,39.4
1979-02-28 04:00:00,2.48,7.26,5.59,5.01,210,212.52,39.63,2.37,7.22,5.39,4.87,210,207.82,29.4,0.73,11.3,9.31,8.23,340,327.12,33.9
1979-02-28 05:00:00,2.46,7.2,5.57,4.99,210,211.68,40.25,2.35,7.16,5.36,4.84,210,206.8,29.82,0.74,11.01,9.34,8.37,340,326.48,34.23
1979-02-28 06:00:00,2.52,7.24,5.6,5.02,210,210.3,40.08,2.4,7.19,5.38,4.87,210,205.35,29.84,0.77,10.4,9.26,8.39,340,320.96,38.45
1979-02-28 07:00:00,2.51,7.32,5.61,5.03,210,209.48,40.4,2.38,7.27,5.39,4.87,210,204.42,30.15,0.78,10.32,9.06,8.2,340,318.87,40.05
1979-02-28 08:00:00,2.49,7.24,5.56,4.99,220,208.4,40.51,2.37,7.2,5.35,4.84,210,203.41,30.67,0.76,10.22,8.95,8.05,340,317.66,39.16
1979-02-28 09:00:00,2.55,7.29,5.56,4.99,220,206.24,39.93,2.45,7.25,5.38,4.86,220,202.17,31.02,0.71,10.55,8.98,8.07,340,322.32,36.84
1979-02-28 10:00:00,2.65,7.29,5.57,5.02,220,202.27,39.09,2.55,7.22,5.41,4.9,220,198.63,30.94,0.73,10.16,8.91,8.08,340,315.5,41.98
1979-02-28 11:00:00,2.52,7.23,5.54,4.99,220,200.51,40.21,2.42,7.18,5.38,4.87,220,196.45,31.77,0.72,10.19,8.51,7.56,340,311.6,42.82
