Date Created [UTC]	: 2024-05-31 07:27:21
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-SW-WRF
Water Depth [mMSL]	: 40.800000
Cell Size [m]		: 5879.800000
Start Date [UTC]	: 1979-01-01 07:00:00
End Date [UTC]		: 2023-09-30 23:00:00
Time Step [s]		: 3600.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Sign. Wave Height (H_{m0}) [m],Peak Wave Period (T_{p}) [s],Mean Wave Period (T_{01}) [s],Zero-crossing Wave Period (T_{02}) [s],Peak Wave Direction (PWD) [\Deg.N-from],Mean Wave Direction (MWD) [\Deg.N-from],Directional Standard Deviation (DSD) [\Deg.],Sign. Wave Height - Wind-Sea (H_{m0-Sea}) [m],Peak Wave Period - Wind-Sea (T_{p-Sea}) [s],Mean Wave Period - Wind-Sea (T_{01-Sea}) [s],Zero-crossing Wave Period - Wind-Sea (T_{02-Sea}) [s],Peak Wave Direction - Wind-Sea (PWD_{Sea}) [\Deg.N-from],Mean Wave Direction - Wind-Sea (MWD_{Sea}) [\Deg.N-from],Directional Standard Deviation - Wind-Sea (DSD_{Sea}) [\Deg.],Sign. Wave Height - Swell (H_{m0-Swell}) [m],Peak Wave Period - Swell (T_{p-Swell}) [s],Mean Wave Period - Swell (T_{01-Swell}) [s],Zero-crossing Wave Period - Swell (T_{02-Swell}) [s],Peak Wave Direction - Swell (PWD_{Swell}) [\Deg.N-from],Mean Wave Direction - Swell (MWD_{Swell}) [\Deg.N-from],Directional Standard Deviation - Swell (DSD_{Swell}) [\Deg.]
1979-02-16 11:00:00,3.37,8.36,6.36,5.78,60,70.2,31.42,3.34,8.35,6.34,5.77,60,70.95,30.47,0.42,9.93,8.58,7.54,10,2.78,39.15
1979-02-16 12:00:00,3.15,8.27,6.25,5.65,60,72.07,32.97,3.08,8.24,6.17,5.59,60,74.32,31.34,0.65,10.27,8.93,8.03,20,15.9,26.91
1979-02-16 13:00:00,2.92,8.15,6.2,5.61,60,70.09,32.99,2.78,8,6,5.44,60,74.1,30.59,0.9,9.64,9.14,8.63,20,28.35,31.26
1979-02-16 14:00:00,2.7,8.04,6.19,5.6,50,68.68,33.66,2.37,7.64,5.68,5.17,60,77.04,30.57,1.29,8.89,8.91,8.7,40,39.36,29.59
1979-02-16 15:00:00,2.57,7.92,6.1,5.51,50,68.98,34.68,2.22,7.54,5.52,5.03,70,79.48,31.27,1.3,8.76,8.76,8.59,30,38.26,27.8
1979-02-16 16:00:00,2.48,7.83,5.93,5.34,40,69.4,35.51,2.16,7.47,5.38,4.89,70,80.21,31.85,1.22,8.74,8.7,8.51,30,35.55,27.09
1979-02-16 17:00:00,2.39,7.75,5.81,5.22,40,70.84,36.73,2.08,7.4,5.26,4.77,80,83.35,32.3,1.19,8.71,8.49,8.2,30,32.97,25.18
1979-02-16 18:00:00,2.41,7.6,5.66,5.08,40,74.37,37.25,2.17,7.15,5.27,4.77,110,86.09,31.84,1.05,8.77,8.22,7.79,30,24.83,16.43
1979-02-16 19:00:00,2.43,7.41,5.61,5.05,110,77.15,37.08,2.21,7.03,5.25,4.76,110,87.71,31.68,1,8.75,8.41,8.12,30,24.96,17.21
1979-02-16 20:00:00,2.44,7.3,5.59,5.03,110,79.25,36.98,2.24,7.01,5.26,4.77,110,89,31.6,0.97,8.73,8.34,8.01,30,25.04,18.01
1979-02-16 21:00:00,2.46,7.24,5.6,5.05,110,81.92,36.68,2.27,7.04,5.29,4.79,110,91.39,31.28,0.96,8.69,8.34,7.99,30,27.07,17.64
1979-02-16 22:00:00,2.48,7.23,5.58,5.03,90,84.25,36.43,2.32,7.05,5.33,4.83,90,92.03,31.47,0.88,8.73,8.35,7.95,30,25.46,18.45
1979-02-16 23:00:00,2.45,7.29,5.61,5.06,90,84.38,35.77,2.3,7.11,5.37,4.86,90,91.41,31.06,0.84,8.78,8.41,8.01,30,26.93,22.6
1979-02-17 00:00:00,2.48,7.33,5.6,5.04,90,84.74,34.7,2.39,7.26,5.45,4.93,90,88.93,31.46,0.67,9.15,8.64,8.07,20,22.93,25.19
1979-02-17 01:00:00,2.55,7.38,5.6,5.04,90,85.19,33.78,2.5,7.37,5.51,4.97,90,87.64,31.56,0.53,9.53,8.74,7.88,20,18.53,27.49
1979-02-17 02:00:00,2.65,7.44,5.62,5.07,90,85.54,33.05,2.6,7.42,5.55,5.02,90,87.58,31.01,0.5,9.52,8.63,7.67,20,16.31,28.55
1979-02-17 03:00:00,2.67,7.49,5.72,5.18,90,85.57,32.75,2.62,7.48,5.65,5.13,90,87.44,30.63,0.5,9.51,8.45,7.47,20,16.69,34.61
1979-02-17 04:00:00,2.67,7.51,5.72,5.18,90,85.4,32.75,2.64,7.51,5.68,5.15,90,86.55,31.22,0.4,9.81,8.48,7.29,20,11.51,40.3
1979-02-17 05:00:00,2.68,7.5,5.71,5.17,90,84.41,32.7,2.65,7.49,5.66,5.14,90,85.54,31.25,0.4,9.76,8.64,7.52,20,10.37,37.95
1979-02-17 06:00:00,2.75,7.51,5.73,5.2,90,84.69,32.58,2.72,7.5,5.69,5.17,90,85.88,31.12,0.4,9.74,8.32,7.25,10,8.59,32.95
1979-02-17 07:00:00,2.87,7.56,5.78,5.24,90,85.39,32.23,2.84,7.55,5.75,5.22,90,86.56,30.88,0.4,9.74,8.07,6.87,10,7.75,24.61
1979-02-17 08:00:00,2.97,7.63,5.84,5.3,80,85.58,31.81,2.94,7.62,5.81,5.28,80,86.61,30.59,0.39,9.74,8.11,6.88,20,7.94,26.03
1979-02-17 09:00:00,3.01,7.69,5.9,5.35,80,85.57,31.58,2.99,7.68,5.87,5.33,80,86.61,30.34,0.4,9.77,8.22,7.04,20,8.66,26.31
1979-02-17 10:00:00,3.05,7.74,5.94,5.38,80,85.42,31.32,3.02,7.73,5.91,5.36,80,86.46,30.1,0.4,9.8,8.35,7.18,20,9.03,24
1979-02-17 11:00:00,3.06,7.77,5.98,5.41,90,86.37,31.4,3.04,7.76,5.94,5.39,90,87.46,30.13,0.41,9.82,8.51,7.38,20,9.49,23.13
1979-02-17 12:00:00,3,7.8,6.01,5.44,100,86.5,32,2.95,7.77,5.94,5.39,100,88.41,30.09,0.54,9.62,8.9,8.09,20,17.89,25
1979-02-17 13:00:00,2.91,7.82,6.04,5.46,100,84.6,32.66,2.86,7.81,5.97,5.42,100,86.18,30.87,0.53,9.77,8.74,7.6,30,21.47,39.3
1979-02-17 14:00:00,2.97,7.82,6,5.43,80,81.9,32.2,2.94,7.81,5.96,5.39,80,83.15,30.76,0.46,9.93,8.74,7.52,20,11.71,33.72
1979-02-17 15:00:00,3.06,7.83,6.01,5.43,80,81.55,31.92,3.02,7.82,5.96,5.4,80,82.82,30.47,0.46,9.76,8.88,7.77,20,9.44,30.97
1979-02-17 16:00:00,3.09,7.9,6.08,5.5,80,81.46,32.29,3.04,7.88,6.03,5.45,80,83.2,30.52,0.53,10.04,8.82,7.71,20,11.28,25.55
1979-02-17 17:00:00,3.05,7.97,6.15,5.56,80,80.99,32.9,2.96,7.91,6.03,5.46,80,84.31,30.23,0.74,9.8,9.26,8.56,20,19.64,22.96
1979-02-17 18:00:00,2.96,8.04,6.23,5.63,80,80.72,33.89,2.8,7.87,6,5.44,80,85.96,30.02,0.95,9.62,9.31,8.86,30,28.59,29.89
1979-02-17 19:00:00,2.91,8.08,6.24,5.62,80,79.68,34.38,2.76,7.98,6.02,5.45,80,84.43,30.87,0.9,9.79,9.57,9.1,20,27.63,31.87
1979-02-17 20:00:00,2.85,8.09,6.21,5.6,80,78.33,34.66,2.7,7.97,5.97,5.41,80,83.51,31.06,0.91,9.78,9.64,9.23,20,26.23,30.09
1979-02-17 21:00:00,2.79,8.04,6.18,5.57,80,76.94,34.78,2.63,7.92,5.91,5.35,80,81.93,30.97,0.94,9.71,9.66,9.33,20,30.17,36.75
1979-02-17 22:00:00,2.72,7.96,6.13,5.52,80,75.67,35.02,2.56,7.86,5.85,5.3,80,81.02,31.23,0.93,9.7,9.68,9.37,20,27.76,34.53
1979-02-17 23:00:00,2.68,7.87,6.07,5.47,80,74.74,35.22,2.52,7.79,5.79,5.25,80,80.26,31.49,0.91,9.69,9.65,9.31,20,25.94,32.94
1979-02-18 00:00:00,2.61,7.8,6.05,5.45,80,73.74,35.59,2.39,7.65,5.66,5.14,80,80.98,31.36,1.04,9.5,9.44,9.16,30,31.33,32.98
1979-02-18 01:00:00,2.55,7.73,6.01,5.41,30,72.72,35.89,2.3,7.54,5.56,5.06,80,81.84,31.26,1.1,9.23,9.27,9.02,30,30.37,29.01
1979-02-18 02:00:00,2.52,7.63,5.9,5.28,30,72.02,36.23,2.27,7.46,5.45,4.93,80,81.38,31.69,1.08,9.13,9.22,8.92,30,28.82,27.74
1979-02-18 03:00:00,2.46,7.51,5.88,5.27,30,70.92,36.7,2.13,7.16,5.28,4.8,80,82.42,31.62,1.22,8.78,8.96,8.71,30,34.16,30.73
1979-02-18 04:00:00,2.37,7.39,5.9,5.29,30,69.16,37.31,1.98,6.95,5.16,4.69,80,82.29,31.53,1.31,8.65,8.76,8.52,30,36.79,33.55
1979-02-18 05:00:00,2.28,7.34,5.92,5.3,30,67.17,37.91,1.76,6.81,4.91,4.48,80,84.51,32.15,1.45,8.08,8.52,8.33,30,40.81,33.04
1979-02-18 06:00:00,2.2,7.33,5.92,5.26,30,64.71,38.43,1.61,6.51,4.72,4.28,110,85.21,31.64,1.5,8.08,8.34,8.14,30,40.53,33.79
1979-02-18 07:00:00,2.13,7.38,5.92,5.26,30,62.09,38.61,1.43,6.19,4.46,4.06,80,83.58,33.15,1.57,7.93,8.15,7.93,30,43.93,35.14
1979-02-18 08:00:00,2.07,8.27,5.94,5.26,30,60.14,39.28,1.12,5.51,3.88,3.55,110,91.13,33.75,1.74,8.27,7.63,7.39,30,47.54,35.51
1979-02-18 09:00:00,2.05,8.46,5.83,5.14,30,60.2,39.92,1.49,6.3,4.57,4.14,110,90.9,31.87,1.41,8.46,8.44,8.16,30,28.95,22.15
1979-02-18 10:00:00,2.02,8.6,5.8,5.09,30,58.36,39.55,1.43,6.18,4.43,4.01,110,90.63,31.47,1.42,8.6,8.45,8.2,30,28.66,21.74
1979-02-18 11:00:00,1.95,8.71,5.89,5.15,30,54.13,38.36,1.26,5.96,4.21,3.82,110,89.09,31.67,1.48,8.71,8.27,8.03,30,31.38,24.97
1979-02-18 12:00:00,1.9,8.79,5.94,5.17,30,51.35,37.57,1.03,5.38,3.77,3.42,100,92.72,31.85,1.59,8.79,7.84,7.59,30,35.89,28.06
1979-02-18 13:00:00,1.84,8.82,5.99,5.2,30,49.06,36.98,0.94,5.12,3.65,3.32,110,95.04,31.41,1.58,8.82,7.75,7.45,30,35.02,26.95
1979-02-18 14:00:00,1.78,8.82,6.09,5.27,30,46.24,35.58,0.77,4.62,3.31,3.01,100,93.64,32.88,1.6,8.82,7.56,7.28,30,36.84,28.63
1979-02-18 15:00:00,1.72,8.79,6.1,5.25,30,44.18,34.46,0.7,4.48,3.13,2.84,100,89.98,34.49,1.58,8.79,7.49,7.19,30,36.69,28.67
1979-02-18 16:00:00,1.67,8.76,6.13,5.26,30,42.3,33.65,0.57,4,2.81,2.56,100,91.71,35.22,1.57,8.76,7.28,6.96,30,36.9,29.06
1979-02-18 17:00:00,1.62,8.73,6.1,5.2,30,41.1,33.23,0.57,4.01,2.79,2.54,100,94.09,35.27,1.52,8.73,7.3,6.98,30,35.25,27.56
1979-02-18 18:00:00,1.57,8.71,6.12,5.21,30,39.67,32.43,0.54,4.01,2.76,2.51,100,94.33,34.55,1.48,8.71,7.3,6.97,30,33.96,26.49
1979-02-18 19:00:00,1.53,8.68,6.15,5.21,30,38.39,31.84,0.44,3.52,2.48,2.24,100,102.61,33.78,1.46,8.68,7.08,6.68,30,34.13,26.72
1979-02-18 20:00:00,1.48,8.65,6.17,5.23,30,37.42,31.35,0.4,3.41,2.42,2.19,100,106.44,32.97,1.43,8.65,7.04,6.63,30,33.42,26.04
1979-02-18 21:00:00,1.44,8.61,6.2,5.27,30,36.6,30.48,0.34,3.22,2.23,2.01,110,106.39,34.14,1.39,8.61,6.92,6.51,30,33.68,26.44
1979-02-18 22:00:00,1.39,8.55,6.19,5.26,30,36.1,29.61,0.33,3.24,2.22,2,110,102.06,34.58,1.35,8.55,6.92,6.54,30,33.26,25.72
1979-02-18 23:00:00,1.35,8.48,6.13,5.2,30,35.89,28.87,0.33,3.25,2.2,1.99,100,96.89,35.08,1.31,8.48,6.91,6.54,30,33.04,25.04
1979-02-19 00:00:00,1.32,8.41,6.06,5.13,30,35.85,28.27,0.37,3.62,2.4,2.15,90,93.88,33.46,1.26,8.41,6.99,6.67,30,32.03,23.12
1979-02-19 01:00:00,1.28,8.32,6.07,5.16,30,35.48,27.23,0.31,3.22,2.17,1.96,90,85.66,34.81,1.25,8.32,6.82,6.49,30,33.05,24.26
1979-02-19 02:00:00,1.25,8.23,6.07,5.18,30,35.13,26.52,0.26,2.92,1.98,1.79,90,89.42,35.28,1.22,8.23,6.69,6.34,30,33.26,23.99
1979-02-19 03:00:00,1.22,8.08,6,5.1,30,35,26.46,0.29,3.26,2.15,1.92,100,95.33,33.9,1.18,8.08,6.73,6.4,30,32.32,22.4
1979-02-19 04:00:00,1.18,7.96,6.01,5.15,30,34.51,26.07,0.19,2.4,1.7,1.54,110,104.8,33.98,1.16,7.96,6.46,6.06,30,33.18,23.8
1979-02-19 05:00:00,1.13,7.86,6.01,5.19,30,33.92,25.41,0.19,2.61,1.78,1.6,100,92.88,34.61,1.12,7.86,6.45,6.1,30,32.66,23.52
1979-02-19 06:00:00,1.09,7.78,5.75,4.82,30,34.39,26.81,0.26,2.99,1.94,1.74,100,104.87,31.55,1.06,7.78,6.5,6.18,30,31.47,21.8
1979-02-19 07:00:00,1.05,7.7,5.74,4.83,30,33.9,26.59,0.21,2.68,1.8,1.61,110,110.58,31.49,1.03,7.7,6.34,6,30,31.65,22.4
1979-02-19 08:00:00,1.01,7.63,5.62,4.72,30,33.93,27.06,0.24,2.95,1.92,1.71,110,108.49,29.76,0.98,7.63,6.34,6.01,30,30.92,21.69
1979-02-19 09:00:00,0.97,7.56,5.69,4.9,30,33.37,26.4,0.14,2.2,1.57,1.42,120,124.28,28.76,0.96,7.56,6.04,5.61,30,32.17,23.77
1979-02-19 10:00:00,0.93,7.48,5.62,4.78,30,33.07,26.55,0.15,2.41,1.58,1.41,120,132.92,28.42,0.92,7.48,6.02,5.61,30,31.65,22.88
1979-02-19 11:00:00,0.9,7.38,5.73,5.11,30,32.56,25.13,0.02,0.93,0.74,0.7,180,174.88,27.78,0.9,7.38,5.76,5.21,30,32.53,24.98
1979-02-19 12:00:00,0.87,7.25,5.74,5.16,30,32.37,24.22,0.12,2.37,1.75,1.61,110,116.94,31.54,0.86,7.25,5.99,5.65,30,31.42,22.07
1979-02-19 13:00:00,0.85,7.16,5.64,4.92,30,32.63,24.17,0.1,2.08,1.39,1.26,120,124,31.55,0.84,7.16,5.92,5.58,30,31.82,22.11
1979-02-19 14:00:00,0.82,7.09,5.6,4.91,30,32.8,23.64,0.1,2.13,1.41,1.28,110,117.18,33.17,0.81,7.09,5.89,5.57,30,31.97,21.67
1979-02-19 15:00:00,0.8,7.02,5.45,4.62,30,33.24,23.66,0.15,2.66,1.61,1.43,100,104.82,32.21,0.79,7.02,5.96,5.69,30,31.48,20.09
1979-02-19 16:00:00,0.78,6.95,5.25,4.35,30,33.88,24.59,0.17,2.65,1.57,1.4,110,107.8,31.92,0.76,6.95,5.9,5.65,30,31.54,19.74
1979-02-19 17:00:00,0.76,6.9,4.94,3.99,30,35.17,27,0.23,3.26,1.8,1.6,100,106.76,29.95,0.72,6.9,5.96,5.73,30,30.3,17.51
1979-02-19 18:00:00,0.74,6.84,4.69,3.75,30,36.56,29.77,0.25,3.26,1.82,1.63,110,111.99,30.25,0.69,6.84,5.89,5.64,30,30.05,17.1
1979-02-19 19:00:00,0.7,6.78,4.79,3.88,30,35.51,28.68,0.22,2.69,1.82,1.62,100,113.54,30.93,0.66,6.78,5.8,5.54,30,30.15,17.53
1979-02-19 20:00:00,0.66,6.7,4.8,3.94,30,35.15,28.93,0.17,2.33,1.63,1.47,110,127.69,31.49,0.64,6.7,5.56,5.25,30,31.5,20.11
1979-02-19 21:00:00,0.63,6.55,4.84,4.01,30,34.48,28.23,0.15,2.22,1.55,1.4,120,131.26,33.03,0.61,6.55,5.49,5.2,30,31.62,20.7
1979-02-19 22:00:00,0.6,6.43,4.46,3.54,30,36.57,31.25,0.22,3.09,1.83,1.6,100,114.73,31.4,0.56,6.43,5.67,5.45,30,29.19,16.32
1979-02-19 23:00:00,0.66,6.35,3.55,2.9,30,53.94,42.19,0.41,3.01,2.19,1.96,90,108.06,31.39,0.52,6.35,5.72,5.47,30,28.21,15.19
1979-02-20 00:00:00,0.63,6.27,3.59,2.98,30,55.25,43.84,0.38,3.03,2.22,2,100,115.64,32.43,0.51,6.27,5.45,5.14,30,30.49,17.14
1979-02-20 01:00:00,0.57,6.2,3.77,3.08,30,49.25,42.32,0.26,2.81,1.95,1.76,120,129.45,32.52,0.5,6.2,5.09,4.76,30,34.73,22.99
1979-02-20 02:00:00,0.53,6.13,3.76,3.04,30,47.53,42.47,0.23,2.7,1.84,1.65,130,136.57,32.46,0.47,6.13,5.07,4.78,30,34.54,22.19
1979-02-20 03:00:00,0.49,6.05,3.96,3.27,30,44.34,40.22,0.12,1.93,1.37,1.26,160,161.96,32.24,0.48,6.05,4.52,4.14,30,41,33.49
1979-02-20 04:00:00,0.47,5.9,3.89,3.17,30,44.11,38.61,0.16,2.37,1.62,1.47,140,136.3,34.03,0.44,5.9,4.84,4.55,30,36.7,26.51
1979-02-20 05:00:00,0.46,5.8,3.54,2.84,30,48.18,41.55,0.24,2.7,1.88,1.69,100,118.47,34.51,0.39,5.8,5.24,4.98,30,30.77,17.98
1979-02-20 06:00:00,0.46,5.75,3.15,2.49,30,54.51,44.47,0.28,2.29,1.82,1.63,120,115.38,33.22,0.37,5.75,5.34,5.12,30,29.02,16.39
1979-02-20 07:00:00,0.46,5.72,3.15,2.54,30,56.7,46.21,0.27,2.44,1.86,1.68,110,120.88,32.54,0.36,5.72,5.18,4.88,30,29.98,17.76
1979-02-20 08:00:00,0.5,5.69,2.82,2.34,30,72.58,50.07,0.36,2.5,1.98,1.79,120,119.47,33.28,0.34,5.69,5.34,5.02,30,27.6,17.65
1979-02-20 09:00:00,0.52,5.68,2.81,2.37,30,79.99,51.69,0.39,2.72,2.1,1.9,120,122.53,34.66,0.34,5.68,5.23,4.82,30,27.67,18.02
1979-02-20 10:00:00,0.56,5.65,2.8,2.42,30,91.24,52.01,0.45,2.93,2.26,2.05,120,124.69,34.62,0.33,5.65,5.15,4.67,30,27.21,19.81
1979-02-20 11:00:00,0.57,3.15,2.89,2.51,30,97.39,52.38,0.46,3.09,2.36,2.14,140,132.09,33.25,0.35,5.62,4.71,4.26,30,33.6,23.21
1979-02-20 12:00:00,0.6,3.35,2.87,2.5,30,104.5,52.91,0.49,3.31,2.45,2.21,120,135.12,34.83,0.34,5.58,4.48,3.93,30,34.13,23.43
1979-02-20 13:00:00,0.57,3.38,2.96,2.59,30,106.57,53.88,0.44,3.31,2.45,2.21,120,141.95,33.37,0.35,5.52,4.41,4,30,42.95,32.68
1979-02-20 14:00:00,0.52,3.41,3.08,2.68,30,101.47,53.9,0.26,2.66,1.87,1.71,170,153.42,36.56,0.46,3.41,3.87,3.67,30,82.51,50.48
1979-02-20 15:00:00,0.49,3.41,3.08,2.66,30,97.11,54.2,0.22,2.63,1.79,1.62,130,120.89,34.34,0.44,3.41,3.77,3.5,30,87.81,56.73
1979-02-20 16:00:00,0.46,3.39,3.03,2.6,30,92.27,54.48,0.33,3.32,2.38,2.13,110,112.71,30.59,0.33,5.2,4.19,3.69,30,46.22,61.77
1979-02-20 17:00:00,0.45,3.37,2.86,2.44,30,90.46,52.78,0.36,3.34,2.33,2.08,110,112.98,33.95,0.27,5.12,4.77,4.21,30,24.18,50.5
1979-02-20 18:00:00,0.42,3.35,2.85,2.41,30,86.11,52.99,0.34,3.31,2.3,2.03,100,109.93,33.83,0.26,5.06,4.89,4.31,30,20.6,49.54
1979-02-20 19:00:00,0.4,14.72,2.81,2.34,30,80.91,52.7,0.31,3.25,2.14,1.9,90,106.06,32.68,0.26,14.72,4.9,4.39,30,24.86,51.97
1979-02-20 20:00:00,0.5,2.94,2.52,2.19,100,91.5,45.35,0.46,2.94,2.27,2.04,100,101.69,34.03,0.2,14.71,6.01,4.9,30,5.08,40.19
1979-02-20 21:00:00,0.62,3.26,2.68,2.38,100,97.46,41.24,0.59,3.26,2.52,2.29,100,103.1,32.76,0.19,14.72,6.11,4.61,30,359.68,39.26
1979-02-20 22:00:00,0.71,3.51,2.85,2.55,120,101.62,39.91,0.69,3.51,2.74,2.49,120,105.76,32.91,0.19,14.76,6.05,4.32,30,356.43,36.08
1979-02-20 23:00:00,0.77,3.74,2.98,2.67,120,103.75,39.32,0.74,3.74,2.88,2.62,120,107.08,32.85,0.19,14.84,6.19,4.24,30,352.1,37.23
1979-02-21 00:00:00,0.79,3.89,3.1,2.78,120,104.52,39.55,0.76,3.88,2.99,2.72,120,107.85,32.77,0.2,15.03,6.35,4.39,30,350.74,37.81
1979-02-21 01:00:00,0.78,4.02,3.17,2.84,120,106.67,40.58,0.75,4,3.04,2.77,120,111.34,32.3,0.23,16.33,5.93,4.29,30,359.76,37.52
1979-02-21 02:00:00,0.76,4.06,3.23,2.88,120,108.47,42.65,0.72,4.04,3.06,2.78,120,114,32.8,0.24,17.57,6.38,4.69,30,0.52,41.48
1979-02-21 03:00:00,0.74,4.07,3.23,2.84,120,110.3,44.83,0.69,4.05,3.01,2.72,120,117.68,32.99,0.27,17.66,6.14,4.54,320,6.01,42.77
1979-02-21 04:00:00,0.73,4.08,3.26,2.86,120,110.95,46.79,0.67,4.04,2.98,2.69,120,118.99,33.6,0.29,17.6,6.6,4.98,320,7.71,49.37
1979-02-21 05:00:00,0.71,4.07,3.3,2.88,90,109.77,48.45,0.64,4.04,2.96,2.68,90,118.43,34.06,0.3,17.45,6.96,5.27,320,6.3,52.67
1979-02-21 06:00:00,0.69,4.06,3.33,2.88,90,107.33,49.89,0.62,4.03,2.95,2.66,90,116.29,33.81,0.31,17.2,7.03,5.21,320,359.93,54.88
1979-02-21 07:00:00,0.69,16.85,3.27,2.82,90,104.11,49.67,0.63,4.02,2.92,2.63,90,111.63,33.74,0.28,16.85,8.37,5.66,320,339.2,45.3
1979-02-21 08:00:00,0.69,16.58,3.28,2.83,90,101.01,49.76,0.63,3.98,2.92,2.64,90,110.26,33.88,0.28,16.58,8.32,5.62,320,345.03,42.5
1979-02-21 09:00:00,0.7,16.39,3.25,2.81,100,102.91,49.74,0.63,3.93,2.89,2.61,100,112.43,33.36,0.29,16.39,7.73,5.33,320,348.46,43.93
1979-02-21 10:00:00,0.71,16.24,3.22,2.79,100,103.3,48.81,0.66,3.9,2.9,2.62,100,112,33.35,0.28,16.24,8.32,5.56,320,345.08,38
1979-02-21 11:00:00,0.74,4,3.25,2.83,100,104.28,47.72,0.69,3.99,2.95,2.66,100,112.24,33.21,0.28,16.08,8.17,5.53,320,346.7,39.09
1979-02-21 12:00:00,0.74,4.07,3.3,2.87,100,103.43,47.66,0.68,4.05,2.97,2.68,100,112.42,33.13,0.3,15.9,7.38,5.37,320,357.61,46.48
1979-02-21 13:00:00,0.74,4.12,3.33,2.9,90,102.78,47.51,0.67,4.1,2.99,2.7,100,112.25,33.4,0.31,15.64,7.12,5.37,320,4.19,48.68
1979-02-21 14:00:00,0.74,4.19,3.42,2.99,90,100.73,47.28,0.66,4.14,3.03,2.75,90,109.66,33.81,0.33,15.31,6.78,5.38,320,17.08,57.37
1979-02-21 15:00:00,0.75,4.23,3.4,2.97,90,100.6,46.32,0.69,4.21,3.08,2.79,90,108.17,33.44,0.3,15.22,7.5,5.61,320,358.13,51
1979-02-21 16:00:00,0.78,4.24,3.36,2.95,100,101.33,44.56,0.74,4.23,3.11,2.81,100,106.88,33.09,0.27,15.23,8.28,5.81,320,345.94,46.91
1979-02-21 17:00:00,0.82,4.26,3.38,2.98,100,102.09,43.26,0.77,4.24,3.15,2.85,100,107.52,32.59,0.27,15.32,7.86,5.62,320,352.73,47.57
1979-02-21 18:00:00,0.83,4.35,3.45,3.05,100,103.87,42.99,0.76,4.27,3.18,2.88,100,111.35,32.25,0.33,15.53,6.45,5.09,80,22.56,51.26
1979-02-21 19:00:00,0.83,4.45,3.51,3.1,90,106.01,43.33,0.74,4.34,3.17,2.88,110,116.75,31.87,0.39,15.66,5.68,4.78,70,44.33,48.98
1979-02-21 20:00:00,0.82,4.51,3.57,3.15,90,107.02,43.66,0.69,4.29,3.12,2.83,100,119.09,32.36,0.44,5.09,5.57,4.91,80,61.46,50.36
1979-02-21 21:00:00,0.8,4.54,3.59,3.15,90,106.66,43.88,0.63,4.14,3,2.71,110,122.35,32.34,0.49,4.91,5.35,4.84,90,71.09,47.46
1979-02-21 22:00:00,0.78,4.56,3.61,3.15,90,105.65,44.04,0.57,4.07,2.84,2.58,120,121.82,33.86,0.53,4.71,5.21,4.8,90,82.12,47.35
1979-02-21 23:00:00,0.75,4.57,3.61,3.13,90,104.62,44.2,0.52,4.03,2.74,2.47,120,125.48,33.28,0.54,4.69,5.11,4.74,90,81.1,45.08
1979-02-22 00:00:00,0.72,4.58,3.62,3.13,90,103.67,44.57,0.41,3.59,2.42,2.19,140,134.3,34.32,0.59,4.58,4.79,4.47,90,87.21,42.66
1979-02-22 01:00:00,0.69,4.59,3.64,3.13,90,102.81,44.9,0.34,3.23,2.2,1.99,140,142.76,34.02,0.6,4.59,4.61,4.31,90,89.46,41.91
1979-02-22 02:00:00,0.66,4.6,3.69,3.16,90,101.52,45.18,0.25,2.7,1.92,1.72,150,160.8,31.05,0.61,4.6,4.38,4.07,90,91.95,41.15
1979-02-22 03:00:00,0.62,4.61,3.8,3.29,90,99.36,45.09,0.12,1.82,1.35,1.25,190,186.73,33.12,0.61,4.61,4.1,3.78,90,96.66,43.05
1979-02-22 04:00:00,0.59,4.62,3.9,3.41,90,96.98,44.3,0.1,1.76,1.31,1.2,190,192.19,31.76,0.58,4.62,4.12,3.79,90,95.18,42.7
1979-02-22 05:00:00,0.56,4.62,3.99,3.55,90,94.81,43.56,0.03,1.04,0.82,0.77,230,202.36,36.79,0.56,4.62,4.04,3.66,90,94.63,43.35
1979-02-22 06:00:00,0.54,4.62,4.05,3.63,90,92.89,43.02,0.02,0.86,0.72,0.68,230,219.5,31.37,0.54,4.62,4.06,3.68,90,92.84,42.93
1979-02-22 07:00:00,0.52,4.61,3.97,3.45,90,91.52,43.96,0.09,2.13,1.38,1.24,190,204.98,31.08,0.51,4.61,4.23,3.9,90,89.54,41.3
1979-02-22 08:00:00,0.5,4.6,3.93,3.38,90,90.39,44.66,0.09,1.73,1.24,1.13,200,205.32,32.07,0.49,4.6,4.24,3.94,90,88.4,41.97
1979-02-22 09:00:00,0.47,4.57,4.11,3.71,90,88.04,43.67,0,0,0,0,0,0,0,0.47,4.57,4.11,3.72,90,88.04,43.67
1979-02-22 10:00:00,0.45,4.54,4.13,3.77,100,86.5,44.55,0.01,0,0,0,0,0,0,0.45,4.54,4.14,3.79,100,86.52,44.5
1979-02-22 11:00:00,0.44,4.48,3.39,2.75,100,81.78,57.38,0.16,1.8,1.42,1.3,270,273.6,31.96,0.41,4.48,4.23,3.87,100,83.84,45.16
