Date Created [UTC]	: 2024-05-31 07:26:55
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-HD-WRF
Water Depth [mMSL]	: 40.700000
Cell Size [m]		: 3554.800000
Start Date [UTC]	: 1979-01-01 01:00:00
End Date [UTC]		: 2023-09-30 23:30:00
Time Step [s]		: 1800.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Water Level (WL) [mMSL],Current Speed (CS) [m/s],Current Direction (CD) [\Deg.N-to],Water Level - Tide (WL_{Tide}) [mMSL],Current Speed - Tide (CS_{Tide}) [m/s],Current Direction - Tide (CD_{Tide}) [\Deg.N-to],Water Level - Residual (WL_{Residual}) [m],Current Speed - Residual (CS_{Residual}) [m/s],Current Direction - Residual (CD_{Residual}) [\Deg.N-to],Current Speed - Total at 5% of Water Column (CS_{5%}) [m/s],Current Speed - Tide at 5% of Water Column (CS_{Tide-5%}) [m/s],Current Speed - Residual at 5% of Water Column (CS_{Residual-5%}) [m/s],Current Speed - Total at 25% of Water Column (CS_{25%}) [m/s],Current Speed - Tide at 25% of Water Column (CS_{Tide-25%}) [m/s],Current Speed - Residual at 25% of Water Column (CS_{Residual-25%}) [m/s],Current Speed - Total at 50% of Water Column (CS_{50%}) [m/s],Current Speed - Tide at 50% of Water Column (CS_{Tide-50%}) [m/s],Current Speed - Residual at 50% of Water Column (CS_{Residual-50%}) [m/s],Current Speed - Total at 75% of Water Column (CS_{75%}) [m/s],Current Speed - Tide at 75% of Water Column (CS_{Tide-75%}) [m/s],Current Speed - Residual at 75% of Water Column (CS_{Residual-75%}) [m/s],Current Speed - Total at 100% of Water Column (CS_{100%}) [m/s],Current Speed - Tide at 100% of Water Column (CS_{Tide-100%}) [m/s],Current Speed - Residual at 100% of Water Column (CS_{Residual-100%}) [m/s]
1979-01-11 05:00:00,0.26,0.38,77.55,0.23,0.14,81.9,0.03,0.24,74.96,0.21,0.1,0.11,0.31,0.13,0.18,0.42,0.15,0.28,0.53,0.16,0.37,0.63,0.17,0.47
1979-01-11 05:30:00,0.26,0.4,76.88,0.21,0.18,82.96,0.05,0.22,71.95,0.22,0.13,0.1,0.33,0.17,0.17,0.44,0.19,0.26,0.54,0.2,0.35,0.64,0.21,0.43
1979-01-11 06:00:00,0.25,0.42,75.78,0.19,0.21,84.05,0.06,0.22,67.96,0.24,0.15,0.1,0.35,0.19,0.17,0.46,0.21,0.25,0.56,0.23,0.34,0.66,0.24,0.43
1979-01-11 06:30:00,0.23,0.42,74.34,0.16,0.22,85.05,0.07,0.21,63.13,0.24,0.15,0.09,0.36,0.2,0.16,0.46,0.23,0.24,0.56,0.24,0.33,0.65,0.26,0.41
1979-01-11 07:00:00,0.2,0.41,72.62,0.13,0.22,85.89,0.07,0.21,58.59,0.24,0.15,0.09,0.35,0.2,0.16,0.45,0.23,0.24,0.54,0.24,0.32,0.64,0.25,0.4
1979-01-11 07:30:00,0.17,0.39,70.55,0.1,0.2,86.52,0.06,0.2,54.85,0.22,0.14,0.09,0.33,0.19,0.16,0.43,0.21,0.24,0.52,0.22,0.32,0.61,0.23,0.4
1979-01-11 08:00:00,0.15,0.36,68.16,0.08,0.17,86.96,0.07,0.2,52.22,0.2,0.12,0.09,0.3,0.16,0.16,0.4,0.18,0.24,0.49,0.19,0.32,0.58,0.2,0.4
1979-01-11 08:30:00,0.14,0.32,65.25,0.07,0.14,87.43,0.07,0.2,50.31,0.18,0.1,0.09,0.26,0.13,0.15,0.36,0.14,0.23,0.44,0.15,0.31,0.53,0.16,0.39
1979-01-11 09:00:00,0.14,0.28,61.7,0.05,0.09,88.38,0.08,0.2,49.64,0.15,0.07,0.09,0.23,0.09,0.15,0.31,0.1,0.23,0.4,0.1,0.31,0.48,0.11,0.39
1979-01-11 09:30:00,0.14,0.24,57.15,0.04,0.05,91.22,0.09,0.2,49.84,0.12,0.03,0.09,0.19,0.04,0.15,0.27,0.05,0.24,0.36,0.05,0.32,0.44,0.05,0.4
1979-01-11 10:00:00,0.13,0.2,50.95,0.03,0,220.34,0.1,0.2,50.71,0.09,0,0.09,0.15,0,0.16,0.23,0,0.24,0.31,0.01,0.32,0.39,0.01,0.4
1979-01-11 10:30:00,0.12,0.17,42.69,0.01,0.05,265.93,0.1,0.21,52.33,0.07,0.04,0.09,0.12,0.05,0.16,0.2,0.05,0.24,0.28,0.06,0.33,0.36,0.06,0.41
1979-01-11 11:00:00,0.11,0.14,32.18,-0.01,0.1,269.15,0.12,0.21,54.82,0.05,0.07,0.09,0.1,0.09,0.16,0.17,0.1,0.24,0.24,0.11,0.32,0.32,0.11,0.41
1979-01-11 11:30:00,0.09,0.12,19.6,-0.03,0.13,270.38,0.12,0.21,57.01,0.05,0.09,0.09,0.09,0.12,0.16,0.15,0.14,0.24,0.21,0.15,0.32,0.29,0.15,0.4
1979-01-11 12:00:00,0.08,0.1,6.98,-0.05,0.16,269.82,0.13,0.2,59.91,0.06,0.11,0.09,0.08,0.15,0.15,0.12,0.17,0.23,0.18,0.18,0.31,0.25,0.19,0.39
1979-01-11 12:30:00,0.1,0.09,358.08,-0.06,0.18,267.29,0.15,0.2,60.54,0.06,0.13,0.09,0.07,0.16,0.15,0.11,0.18,0.23,0.16,0.2,0.31,0.23,0.21,0.39
1979-01-11 13:00:00,0.14,0.08,354.31,-0.05,0.19,263.1,0.19,0.2,59.93,0.06,0.13,0.09,0.07,0.17,0.15,0.1,0.19,0.24,0.15,0.21,0.32,0.22,0.22,0.4
1979-01-11 13:30:00,0.18,0.07,355.66,-0.03,0.18,258.15,0.21,0.21,58.45,0.05,0.13,0.09,0.06,0.17,0.16,0.09,0.19,0.24,0.14,0.21,0.32,0.21,0.22,0.4
1979-01-11 14:00:00,0.23,0.06,5.02,0.01,0.17,253.62,0.22,0.2,57.75,0.04,0.12,0.09,0.04,0.16,0.16,0.08,0.18,0.24,0.14,0.19,0.32,0.21,0.2,0.4
1979-01-11 14:30:00,0.28,0.08,21.98,0.05,0.15,250.3,0.22,0.21,54.1,0.03,0.11,0.09,0.05,0.14,0.16,0.11,0.16,0.25,0.18,0.17,0.33,0.25,0.18,0.42
1979-01-11 15:00:00,0.35,0.11,37.19,0.11,0.12,248.22,0.24,0.22,53.19,0.03,0.08,0.1,0.07,0.11,0.17,0.14,0.12,0.25,0.22,0.13,0.34,0.3,0.14,0.43
1979-01-11 15:30:00,0.4,0.15,46.8,0.16,0.07,246.25,0.23,0.22,52.92,0.05,0.05,0.1,0.1,0.06,0.16,0.18,0.07,0.25,0.26,0.08,0.34,0.35,0.08,0.42
1979-01-11 16:00:00,0.45,0.2,53.76,0.21,0.02,228.71,0.24,0.22,53.4,0.08,0.01,0.1,0.15,0.01,0.16,0.23,0.02,0.25,0.32,0.02,0.33,0.4,0.02,0.42
1979-01-11 16:30:00,0.47,0.24,59.19,0.24,0.04,82.02,0.23,0.2,54.28,0.12,0.03,0.09,0.19,0.04,0.15,0.27,0.05,0.23,0.36,0.05,0.31,0.44,0.05,0.39
1979-01-11 17:00:00,0.48,0.29,63.39,0.25,0.1,79.41,0.23,0.2,55.42,0.15,0.07,0.09,0.24,0.09,0.15,0.32,0.1,0.23,0.41,0.11,0.31,0.49,0.12,0.38
1979-01-11 17:30:00,0.46,0.32,66.31,0.25,0.15,79.91,0.21,0.18,55.2,0.18,0.1,0.08,0.27,0.14,0.14,0.35,0.15,0.21,0.43,0.16,0.28,0.51,0.17,0.35
1979-01-11 18:00:00,0.43,0.35,67.96,0.23,0.19,80.8,0.2,0.17,54.07,0.2,0.13,0.08,0.3,0.17,0.13,0.38,0.19,0.2,0.46,0.21,0.27,0.54,0.22,0.34
1979-01-11 18:30:00,0.39,0.36,68.6,0.21,0.21,81.66,0.18,0.16,50.88,0.22,0.15,0.07,0.31,0.2,0.12,0.39,0.22,0.18,0.47,0.24,0.25,0.54,0.25,0.31
1979-01-11 19:00:00,0.35,0.35,68.53,0.18,0.23,82.37,0.17,0.14,45.7,0.21,0.16,0.06,0.3,0.21,0.11,0.38,0.24,0.16,0.45,0.25,0.22,0.51,0.27,0.27
1979-01-11 19:30:00,0.3,0.33,67.63,0.16,0.23,82.85,0.14,0.13,39.82,0.2,0.16,0.06,0.29,0.21,0.1,0.36,0.23,0.15,0.42,0.25,0.2,0.48,0.26,0.25
1979-01-11 20:00:00,0.26,0.31,65.93,0.13,0.21,82.97,0.12,0.13,36.82,0.19,0.15,0.06,0.27,0.19,0.1,0.34,0.22,0.15,0.39,0.23,0.2,0.45,0.24,0.25
1979-01-11 20:30:00,0.22,0.27,63.24,0.12,0.18,82.59,0.1,0.12,32.56,0.17,0.13,0.05,0.23,0.17,0.09,0.29,0.19,0.14,0.35,0.2,0.18,0.4,0.21,0.23
1979-01-11 21:00:00,0.19,0.23,59.57,0.1,0.14,81.4,0.09,0.11,31.88,0.14,0.1,0.05,0.2,0.13,0.09,0.25,0.15,0.13,0.3,0.16,0.18,0.35,0.16,0.22
1979-01-11 21:30:00,0.16,0.19,53.67,0.09,0.09,78.42,0.07,0.11,32.85,0.11,0.07,0.05,0.16,0.09,0.08,0.21,0.1,0.13,0.26,0.11,0.17,0.31,0.11,0.22
1979-01-11 22:00:00,0.13,0.15,44.15,0.07,0.05,67.64,0.05,0.11,34.53,0.08,0.03,0.05,0.12,0.04,0.08,0.17,0.05,0.13,0.21,0.05,0.17,0.26,0.05,0.21
1979-01-11 22:30:00,0.11,0.12,29.06,0.05,0.02,332.87,0.05,0.11,37.49,0.06,0.01,0.05,0.09,0.02,0.08,0.14,0.02,0.13,0.18,0.02,0.17,0.23,0.02,0.22
1979-01-11 23:00:00,0.09,0.1,7.94,0.03,0.06,288.32,0.06,0.11,42.06,0.05,0.04,0.05,0.08,0.06,0.08,0.11,0.06,0.12,0.15,0.07,0.17,0.19,0.07,0.21
1979-01-11 23:30:00,0.06,0.09,342.82,0,0.1,282.4,0.05,0.1,49.92,0.06,0.07,0.04,0.08,0.1,0.08,0.1,0.11,0.11,0.12,0.12,0.15,0.15,0.12,0.19
1979-01-12 00:00:00,0.04,0.09,321.44,-0.02,0.14,279.97,0.06,0.09,60.44,0.07,0.1,0.04,0.09,0.13,0.07,0.09,0.15,0.11,0.1,0.16,0.15,0.12,0.16,0.18
1979-01-12 00:30:00,0.04,0.1,307.14,-0.04,0.16,277.33,0.08,0.09,64.55,0.08,0.12,0.04,0.1,0.15,0.07,0.1,0.17,0.11,0.1,0.18,0.14,0.11,0.19,0.18
1979-01-12 01:00:00,0.05,0.1,296.02,-0.05,0.18,273.43,0.1,0.09,69.02,0.09,0.13,0.04,0.1,0.16,0.07,0.1,0.18,0.11,0.09,0.2,0.14,0.09,0.21,0.18
1979-01-12 01:30:00,0.07,0.09,283.56,-0.04,0.18,268.25,0.11,0.1,74.01,0.09,0.13,0.04,0.1,0.17,0.07,0.08,0.19,0.11,0.07,0.2,0.15,0.05,0.21,0.19
1979-01-12 02:00:00,0.09,0.08,266.08,-0.03,0.18,262.65,0.11,0.1,79.78,0.08,0.12,0.04,0.09,0.16,0.07,0.07,0.18,0.11,0.05,0.2,0.15,0.02,0.2,0.19
1979-01-12 02:30:00,0.11,0.07,246.59,0.01,0.16,257.84,0.1,0.09,86.16,0.07,0.11,0.04,0.08,0.15,0.07,0.06,0.17,0.11,0.04,0.18,0.15,0.03,0.19,0.18
1979-01-12 03:00:00,0.13,0.07,225.55,0.05,0.14,254.77,0.08,0.08,99,0.07,0.1,0.04,0.07,0.13,0.06,0.07,0.14,0.1,0.06,0.15,0.13,0.07,0.16,0.16
1979-01-12 03:30:00,0.16,0.05,193.47,0.1,0.1,253.84,0.06,0.09,104.12,0.04,0.07,0.04,0.05,0.09,0.07,0.05,0.1,0.1,0.07,0.11,0.13,0.09,0.12,0.17
1979-01-12 04:00:00,0.22,0.06,142.42,0.14,0.05,255.75,0.07,0.09,112.53,0.02,0.04,0.04,0.04,0.05,0.07,0.07,0.05,0.11,0.1,0.06,0.14,0.14,0.06,0.18
1979-01-12 04:30:00,0.27,0.09,111.97,0.19,0.01,49.84,0.08,0.09,116.22,0.04,0.01,0.04,0.07,0.01,0.07,0.1,0.01,0.1,0.14,0.01,0.14,0.17,0.01,0.17
1979-01-12 05:00:00,0.31,0.14,101.6,0.21,0.07,73.18,0.09,0.09,122.16,0.08,0.05,0.04,0.12,0.06,0.07,0.16,0.07,0.1,0.19,0.07,0.14,0.23,0.08,0.17
1979-01-12 05:30:00,0.32,0.19,98.94,0.22,0.12,76.64,0.09,0.09,129.09,0.11,0.09,0.04,0.16,0.11,0.07,0.21,0.13,0.11,0.25,0.13,0.14,0.29,0.14,0.18
1979-01-12 06:00:00,0.3,0.23,99.18,0.22,0.17,79.25,0.08,0.09,137.67,0.14,0.12,0.04,0.2,0.16,0.07,0.25,0.17,0.11,0.29,0.19,0.14,0.33,0.2,0.18
1979-01-12 06:30:00,0.26,0.25,100.29,0.19,0.2,81.42,0.06,0.09,149.81,0.16,0.14,0.04,0.22,0.19,0.07,0.27,0.21,0.1,0.3,0.23,0.14,0.34,0.24,0.17
1979-01-12 07:00:00,0.21,0.26,101.48,0.16,0.23,83.23,0.04,0.08,159.64,0.17,0.16,0.04,0.23,0.21,0.06,0.28,0.24,0.1,0.31,0.25,0.13,0.34,0.27,0.16
1979-01-12 07:30:00,0.15,0.25,102.81,0.13,0.23,84.72,0.01,0.08,172.46,0.17,0.17,0.03,0.23,0.22,0.06,0.26,0.24,0.09,0.29,0.26,0.12,0.32,0.27,0.15
1979-01-12 08:00:00,0.1,0.24,104.87,0.11,0.23,85.94,-0.01,0.08,175.52,0.16,0.16,0.03,0.22,0.21,0.06,0.25,0.24,0.09,0.28,0.25,0.12,0.31,0.26,0.15
1979-01-12 08:30:00,0.05,0.21,108.62,0.08,0.2,86.97,-0.04,0.08,183.56,0.14,0.14,0.03,0.19,0.19,0.06,0.22,0.21,0.09,0.24,0.23,0.12,0.27,0.24,0.15
1979-01-12 09:00:00,0.01,0.18,115.43,0.07,0.17,88.04,-0.06,0.08,185.09,0.12,0.12,0.04,0.16,0.16,0.06,0.19,0.18,0.1,0.22,0.19,0.13,0.24,0.2,0.16
1979-01-12 09:30:00,-0.03,0.15,126.65,0.06,0.13,89.66,-0.09,0.09,184.26,0.1,0.09,0.04,0.13,0.12,0.07,0.16,0.13,0.1,0.19,0.14,0.14,0.22,0.15,0.18
1979-01-12 10:00:00,-0.04,0.13,144.15,0.05,0.08,93.27,-0.09,0.1,181,0.07,0.06,0.04,0.11,0.07,0.08,0.14,0.08,0.12,0.18,0.09,0.16,0.22,0.09,0.2
1979-01-12 10:30:00,-0.05,0.12,167.51,0.04,0.03,109.69,-0.09,0.11,179.54,0.06,0.02,0.05,0.09,0.02,0.08,0.14,0.03,0.13,0.18,0.03,0.17,0.22,0.03,0.21
1979-01-12 11:00:00,-0.05,0.13,190.26,0.03,0.03,248.29,-0.08,0.12,177.38,0.06,0.02,0.05,0.1,0.03,0.09,0.15,0.03,0.14,0.2,0.03,0.18,0.24,0.04,0.23
1979-01-12 11:30:00,-0.06,0.15,205.75,0.01,0.08,262.3,-0.07,0.13,173.51,0.08,0.06,0.06,0.12,0.07,0.1,0.17,0.08,0.15,0.22,0.09,0.19,0.26,0.09,0.24
1979-01-12 12:00:00,-0.09,0.18,214.04,-0.01,0.12,266.16,-0.08,0.14,170.82,0.1,0.09,0.06,0.15,0.11,0.11,0.2,0.13,0.17,0.25,0.14,0.22,0.3,0.14,0.28
1979-01-12 12:30:00,-0.11,0.21,218.05,-0.04,0.16,267.3,-0.08,0.16,169.78,0.12,0.11,0.07,0.18,0.15,0.12,0.23,0.16,0.19,0.29,0.18,0.25,0.34,0.18,0.31
1979-01-12 13:00:00,-0.12,0.23,219.33,-0.05,0.18,266.18,-0.07,0.17,168.11,0.14,0.13,0.08,0.2,0.17,0.13,0.25,0.19,0.2,0.31,0.2,0.26,0.37,0.21,0.33
1979-01-12 13:30:00,-0.12,0.25,218.24,-0.05,0.19,262.93,-0.07,0.18,167.83,0.15,0.14,0.08,0.21,0.18,0.13,0.27,0.2,0.2,0.33,0.22,0.27,0.4,0.23,0.35
1979-01-12 14:00:00,-0.1,0.26,215.2,-0.04,0.2,258.17,-0.06,0.18,166.07,0.16,0.14,0.08,0.22,0.18,0.14,0.28,0.2,0.21,0.35,0.22,0.28,0.41,0.23,0.35
1979-01-12 14:30:00,-0.07,0.27,211.3,-0.01,0.19,253.11,-0.06,0.18,166.2,0.16,0.14,0.08,0.23,0.18,0.14,0.3,0.2,0.21,0.36,0.21,0.28,0.43,0.22,0.35
1979-01-12 15:00:00,-0.03,0.28,207.1,0.03,0.18,248.93,-0.07,0.19,168.99,0.16,0.12,0.08,0.24,0.16,0.14,0.31,0.18,0.22,0.38,0.2,0.3,0.45,0.2,0.37
1979-01-12 15:30:00,0.02,0.26,201.79,0.09,0.15,246.18,-0.07,0.19,168.61,0.15,0.1,0.08,0.22,0.13,0.14,0.29,0.15,0.22,0.36,0.16,0.29,0.43,0.17,0.36
1979-01-12 16:00:00,0.1,0.23,193.38,0.15,0.1,244.52,-0.05,0.18,167.99,0.12,0.07,0.08,0.19,0.09,0.14,0.26,0.11,0.21,0.33,0.11,0.29,0.4,0.12,0.36
1979-01-12 16:30:00,0.19,0.2,179.36,0.2,0.05,240.98,-0.02,0.18,166.64,0.09,0.03,0.08,0.16,0.04,0.14,0.23,0.05,0.21,0.3,0.05,0.28,0.38,0.05,0.36
1979-01-12 17:00:00,0.27,0.18,159.13,0.25,0.02,91.31,0.02,0.17,164.6,0.08,0.01,0.08,0.14,0.02,0.13,0.21,0.02,0.2,0.28,0.02,0.27,0.35,0.02,0.34
1979-01-12 17:30:00,0.32,0.19,139.63,0.27,0.08,77.46,0.05,0.17,164.25,0.1,0.06,0.07,0.15,0.07,0.13,0.22,0.08,0.2,0.28,0.09,0.26,0.35,0.09,0.33
1979-01-12 18:00:00,0.31,0.22,127.61,0.28,0.14,77.77,0.03,0.17,165.92,0.12,0.1,0.07,0.18,0.13,0.13,0.24,0.14,0.19,0.31,0.15,0.26,0.37,0.16,0.33
1979-01-12 18:30:00,0.28,0.25,120.89,0.26,0.18,79.06,0.01,0.17,168.51,0.15,0.13,0.07,0.21,0.17,0.13,0.27,0.19,0.19,0.33,0.21,0.26,0.39,0.22,0.33
1979-01-12 19:00:00,0.23,0.26,117.01,0.24,0.22,80.34,-0.01,0.16,174.82,0.17,0.16,0.07,0.23,0.2,0.12,0.28,0.23,0.18,0.33,0.25,0.24,0.38,0.26,0.3
1979-01-12 19:30:00,0.17,0.27,115.06,0.21,0.24,81.4,-0.04,0.15,178.01,0.18,0.17,0.07,0.24,0.22,0.11,0.29,0.25,0.17,0.34,0.27,0.23,0.38,0.28,0.29
1979-01-12 20:00:00,0.13,0.26,115.03,0.18,0.25,82.16,-0.05,0.14,183.73,0.17,0.18,0.06,0.23,0.23,0.11,0.28,0.26,0.17,0.32,0.27,0.22,0.36,0.29,0.28
1979-01-12 20:30:00,0.08,0.24,117.16,0.16,0.24,82.56,-0.08,0.14,188.33,0.16,0.17,0.06,0.22,0.22,0.11,0.26,0.25,0.16,0.29,0.26,0.22,0.33,0.28,0.28
1979-01-12 21:00:00,0.05,0.21,122.29,0.14,0.21,82.46,-0.09,0.14,192.28,0.14,0.15,0.06,0.19,0.19,0.11,0.22,0.22,0.17,0.26,0.23,0.22,0.3,0.24,0.28
1979-01-12 21:30:00,0.02,0.19,130.83,0.12,0.17,81.62,-0.1,0.15,189.69,0.12,0.12,0.07,0.16,0.16,0.12,0.21,0.18,0.18,0.25,0.19,0.24,0.3,0.2,0.3
1979-01-12 22:00:00,-0,0.16,143.09,0.11,0.12,79.34,-0.11,0.15,189.52,0.09,0.09,0.07,0.13,0.11,0.12,0.18,0.13,0.18,0.23,0.14,0.24,0.28,0.14,0.3
1979-01-12 22:30:00,-0.01,0.13,160.07,0.1,0.07,72.52,-0.11,0.15,189.3,0.06,0.05,0.06,0.1,0.07,0.11,0.15,0.07,0.17,0.2,0.08,0.23,0.26,0.08,0.28
1979-01-12 23:00:00,-0,0.12,181.33,0.08,0.02,29.48,-0.08,0.14,185.95,0.05,0.02,0.06,0.09,0.02,0.11,0.14,0.03,0.16,0.2,0.03,0.22,0.25,0.03,0.28
1979-01-12 23:30:00,-0,0.13,200.62,0.06,0.05,297.98,-0.06,0.14,181.15,0.06,0.03,0.06,0.1,0.04,0.11,0.15,0.05,0.17,0.21,0.05,0.22,0.26,0.06,0.28
1979-01-13 00:00:00,-0.01,0.15,212.96,0.03,0.1,285.86,-0.04,0.15,175.76,0.08,0.07,0.07,0.12,0.09,0.12,0.17,0.1,0.18,0.22,0.11,0.24,0.28,0.11,0.3
1979-01-13 00:30:00,-0.03,0.18,219.02,-0,0.14,282.59,-0.03,0.17,172.92,0.1,0.1,0.08,0.15,0.13,0.13,0.2,0.14,0.2,0.26,0.15,0.27,0.32,0.16,0.33
1979-01-13 01:00:00,-0.04,0.2,220.2,-0.03,0.17,280.38,-0.01,0.19,168.96,0.12,0.12,0.08,0.17,0.16,0.14,0.22,0.17,0.22,0.28,0.19,0.29,0.34,0.2,0.36
1979-01-13 01:30:00,-0.03,0.21,218.65,-0.05,0.18,277.32,0.01,0.19,164.58,0.13,0.13,0.09,0.18,0.17,0.15,0.23,0.19,0.23,0.29,0.21,0.3,0.36,0.22,0.38
1979-01-13 02:00:00,-0.01,0.23,214.39,-0.05,0.19,272.8,0.04,0.21,163.38,0.14,0.13,0.09,0.19,0.18,0.16,0.26,0.2,0.24,0.32,0.21,0.32,0.39,0.22,0.41
1979-01-13 02:30:00,0.01,0.25,208.71,-0.04,0.19,267.19,0.05,0.22,162.7,0.14,0.13,0.1,0.21,0.17,0.17,0.28,0.19,0.26,0.35,0.21,0.34,0.43,0.22,0.43
1979-01-13 03:00:00,0.04,0.28,202.94,-0.02,0.17,261.66,0.06,0.24,164.77,0.15,0.12,0.11,0.23,0.16,0.18,0.31,0.18,0.28,0.4,0.19,0.38,0.49,0.2,0.47
1979-01-13 03:30:00,0.07,0.3,197.95,0.01,0.15,257.64,0.05,0.26,167.22,0.16,0.11,0.11,0.24,0.14,0.2,0.34,0.16,0.3,0.44,0.17,0.4,0.54,0.18,0.51
1979-01-13 04:00:00,0.12,0.3,192.51,0.06,0.12,256.18,0.06,0.27,168.97,0.15,0.08,0.12,0.24,0.11,0.2,0.34,0.12,0.31,0.45,0.13,0.42,0.55,0.14,0.53
1979-01-13 04:30:00,0.19,0.29,185.55,0.11,0.07,258.73,0.08,0.28,170.84,0.14,0.05,0.12,0.22,0.07,0.21,0.33,0.08,0.32,0.44,0.08,0.43,0.55,0.09,0.54
1979-01-13 05:00:00,0.28,0.27,175.39,0.16,0.02,283.97,0.12,0.28,171.62,0.12,0.01,0.12,0.2,0.02,0.21,0.31,0.02,0.32,0.42,0.02,0.43,0.53,0.02,0.54
1979-01-13 05:30:00,0.36,0.25,162.45,0.2,0.05,61.29,0.16,0.26,172.45,0.11,0.03,0.12,0.19,0.04,0.2,0.29,0.05,0.3,0.39,0.05,0.41,0.5,0.05,0.51
1979-01-13 06:00:00,0.4,0.26,148.99,0.22,0.11,71.1,0.18,0.26,172.67,0.12,0.08,0.11,0.2,0.1,0.2,0.3,0.11,0.3,0.4,0.12,0.4,0.5,0.12,0.51
1979-01-13 06:30:00,0.41,0.28,139.09,0.22,0.16,75.69,0.19,0.25,173.73,0.15,0.11,0.11,0.23,0.15,0.19,0.32,0.17,0.29,0.41,0.18,0.39,0.5,0.19,0.49
1979-01-13 07:00:00,0.38,0.3,133.14,0.2,0.2,79,0.18,0.24,175.7,0.17,0.14,0.11,0.25,0.19,0.19,0.33,0.21,0.28,0.42,0.23,0.38,0.51,0.24,0.48
1979-01-13 07:30:00,0.35,0.31,130.03,0.17,0.23,81.58,0.18,0.23,178.55,0.18,0.17,0.1,0.26,0.22,0.18,0.34,0.24,0.27,0.42,0.26,0.36,0.5,0.27,0.46
1979-01-13 08:00:00,0.31,0.31,129.53,0.14,0.25,83.63,0.17,0.22,181.84,0.19,0.18,0.1,0.27,0.23,0.17,0.34,0.26,0.26,0.41,0.28,0.35,0.49,0.29,0.44
1979-01-13 08:30:00,0.27,0.3,131.09,0.11,0.25,85.29,0.16,0.22,184.81,0.18,0.17,0.1,0.26,0.23,0.17,0.33,0.25,0.25,0.4,0.27,0.34,0.47,0.29,0.43
1979-01-13 09:00:00,0.24,0.28,135.17,0.08,0.23,86.71,0.16,0.21,187.83,0.17,0.16,0.09,0.24,0.21,0.16,0.31,0.24,0.25,0.38,0.25,0.33,0.45,0.26,0.42
1979-01-13 09:30:00,0.2,0.25,142.23,0.07,0.19,88.13,0.13,0.21,191.52,0.15,0.14,0.09,0.21,0.18,0.16,0.28,0.2,0.24,0.35,0.22,0.32,0.42,0.23,0.41
1979-01-13 10:00:00,0.18,0.22,151.91,0.06,0.15,90,0.12,0.2,193.97,0.12,0.11,0.09,0.18,0.14,0.15,0.25,0.16,0.23,0.32,0.17,0.31,0.39,0.18,0.39
1979-01-13 10:30:00,0.18,0.2,164.65,0.05,0.1,93.53,0.13,0.19,194.44,0.1,0.07,0.09,0.16,0.09,0.15,0.23,0.11,0.22,0.3,0.11,0.3,0.37,0.12,0.38
1979-01-13 11:00:00,0.19,0.18,181.01,0.04,0.05,104.76,0.15,0.17,196.03,0.08,0.03,0.08,0.14,0.04,0.13,0.21,0.05,0.2,0.28,0.05,0.27,0.34,0.05,0.34
1979-01-13 11:30:00,0.21,0.18,198.22,0.03,0.02,218.43,0.18,0.16,195.74,0.08,0.01,0.07,0.14,0.02,0.12,0.21,0.02,0.19,0.27,0.02,0.25,0.34,0.02,0.32
1979-01-13 12:00:00,0.22,0.2,212.15,0.01,0.07,256.13,0.2,0.16,194.05,0.1,0.05,0.07,0.16,0.07,0.12,0.23,0.07,0.18,0.29,0.08,0.24,0.35,0.08,0.31
1979-01-13 12:30:00,0.22,0.22,220.65,-0.01,0.12,262.63,0.22,0.15,189.53,0.12,0.08,0.07,0.18,0.11,0.12,0.24,0.12,0.18,0.31,0.13,0.24,0.37,0.14,0.3
1979-01-13 13:00:00,0.21,0.25,225.29,-0.03,0.16,265.11,0.24,0.16,187.09,0.15,0.11,0.07,0.21,0.15,0.12,0.28,0.16,0.19,0.34,0.18,0.25,0.4,0.18,0.32
1979-01-13 13:30:00,0.21,0.26,226.9,-0.05,0.19,265.21,0.25,0.16,181.85,0.16,0.13,0.07,0.22,0.17,0.12,0.28,0.19,0.19,0.34,0.21,0.25,0.4,0.22,0.32
1979-01-13 14:00:00,0.22,0.27,226.31,-0.05,0.2,263.03,0.27,0.16,178.76,0.17,0.14,0.07,0.23,0.19,0.12,0.29,0.21,0.19,0.35,0.22,0.25,0.41,0.23,0.32
1979-01-13 14:30:00,0.23,0.28,223.65,-0.05,0.2,258.88,0.28,0.16,177.27,0.17,0.15,0.07,0.24,0.19,0.12,0.3,0.21,0.19,0.37,0.23,0.25,0.43,0.24,0.32
1979-01-13 15:00:00,0.26,0.29,219.7,-0.03,0.2,253.67,0.28,0.17,177.33,0.18,0.14,0.07,0.25,0.19,0.13,0.32,0.21,0.19,0.38,0.22,0.26,0.44,0.23,0.33
1979-01-13 15:30:00,0.28,0.29,215.81,0.01,0.19,248.75,0.26,0.17,178.09,0.17,0.13,0.07,0.25,0.17,0.13,0.32,0.2,0.19,0.38,0.21,0.26,0.45,0.22,0.33
