Date Created [UTC]	: 2024-05-31 07:26:55
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-HD-WRF
Water Depth [mMSL]	: 40.700000
Cell Size [m]		: 3554.800000
Start Date [UTC]	: 1979-01-01 01:00:00
End Date [UTC]		: 2023-09-30 23:30:00
Time Step [s]		: 1800.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Water Level (WL) [mMSL],Current Speed (CS) [m/s],Current Direction (CD) [\Deg.N-to],Water Level - Tide (WL_{Tide}) [mMSL],Current Speed - Tide (CS_{Tide}) [m/s],Current Direction - Tide (CD_{Tide}) [\Deg.N-to],Water Level - Residual (WL_{Residual}) [m],Current Speed - Residual (CS_{Residual}) [m/s],Current Direction - Residual (CD_{Residual}) [\Deg.N-to],Current Speed - Total at 5% of Water Column (CS_{5%}) [m/s],Current Speed - Tide at 5% of Water Column (CS_{Tide-5%}) [m/s],Current Speed - Residual at 5% of Water Column (CS_{Residual-5%}) [m/s],Current Speed - Total at 25% of Water Column (CS_{25%}) [m/s],Current Speed - Tide at 25% of Water Column (CS_{Tide-25%}) [m/s],Current Speed - Residual at 25% of Water Column (CS_{Residual-25%}) [m/s],Current Speed - Total at 50% of Water Column (CS_{50%}) [m/s],Current Speed - Tide at 50% of Water Column (CS_{Tide-50%}) [m/s],Current Speed - Residual at 50% of Water Column (CS_{Residual-50%}) [m/s],Current Speed - Total at 75% of Water Column (CS_{75%}) [m/s],Current Speed - Tide at 75% of Water Column (CS_{Tide-75%}) [m/s],Current Speed - Residual at 75% of Water Column (CS_{Residual-75%}) [m/s],Current Speed - Total at 100% of Water Column (CS_{100%}) [m/s],Current Speed - Tide at 100% of Water Column (CS_{Tide-100%}) [m/s],Current Speed - Residual at 100% of Water Column (CS_{Residual-100%}) [m/s]
1979-01-03 11:30:00,0.2,0.28,102.01,0.09,0.34,94.07,0.1,0.07,241.37,0.21,0.24,0.03,0.27,0.31,0.05,0.28,0.35,0.08,0.29,0.38,0.11,0.29,0.39,0.14
1979-01-03 12:00:00,0.16,0.24,101.62,0.06,0.31,97.46,0.09,0.07,263.46,0.19,0.22,0.03,0.23,0.29,0.05,0.24,0.32,0.08,0.24,0.34,0.11,0.23,0.36,0.14
1979-01-03 12:30:00,0.11,0.17,101.12,0.04,0.26,101.49,0.07,0.09,282.17,0.15,0.19,0.04,0.17,0.24,0.07,0.17,0.27,0.11,0.15,0.29,0.14,0.13,0.31,0.18
1979-01-03 13:00:00,0.05,0.1,98.63,0.02,0.2,107.61,0.02,0.11,296.13,0.1,0.14,0.05,0.11,0.19,0.08,0.09,0.21,0.12,0.07,0.23,0.16,0.05,0.24,0.21
1979-01-03 13:30:00,0.01,0.03,70.55,0.01,0.14,119.29,-0,0.12,310.31,0.05,0.1,0.05,0.04,0.13,0.09,0.03,0.14,0.14,0.05,0.15,0.18,0.08,0.16,0.23
1979-01-03 14:00:00,-0.01,0.06,311.53,0,0.08,149.91,-0.01,0.13,321.8,0.01,0.05,0.06,0.03,0.07,0.1,0.08,0.08,0.16,0.13,0.08,0.21,0.18,0.09,0.26
1979-01-03 14:30:00,-0.02,0.12,300.92,-0.01,0.07,214.96,-0.01,0.14,332.58,0.06,0.05,0.06,0.09,0.07,0.1,0.14,0.07,0.16,0.19,0.08,0.21,0.24,0.08,0.26
1979-01-03 15:00:00,-0.04,0.18,297.4,-0.02,0.12,248.02,-0.02,0.14,339.51,0.1,0.09,0.06,0.15,0.11,0.1,0.2,0.13,0.16,0.25,0.13,0.21,0.3,0.14,0.27
1979-01-03 15:30:00,-0.07,0.21,294.96,-0.03,0.17,260.21,-0.04,0.12,350.73,0.13,0.12,0.05,0.18,0.16,0.09,0.23,0.18,0.14,0.27,0.19,0.19,0.31,0.2,0.23
1979-01-03 16:00:00,-0.1,0.24,292.62,-0.05,0.22,265.83,-0.05,0.11,356.84,0.16,0.15,0.05,0.22,0.2,0.08,0.26,0.22,0.13,0.29,0.24,0.17,0.33,0.25,0.21
1979-01-03 16:30:00,-0.13,0.24,289.8,-0.08,0.24,268.07,-0.06,0.09,11.87,0.17,0.17,0.04,0.22,0.23,0.07,0.25,0.25,0.11,0.28,0.27,0.14,0.3,0.29,0.18
1979-01-03 17:00:00,-0.15,0.24,286.41,-0.1,0.26,267.83,-0.05,0.08,20.27,0.17,0.18,0.04,0.22,0.24,0.06,0.25,0.27,0.1,0.27,0.29,0.13,0.28,0.3,0.16
1979-01-03 17:30:00,-0.16,0.23,281.88,-0.11,0.26,265.55,-0.06,0.08,27.01,0.17,0.18,0.03,0.22,0.24,0.06,0.24,0.27,0.09,0.25,0.29,0.12,0.26,0.3,0.15
1979-01-03 18:00:00,-0.15,0.21,276.24,-0.09,0.25,261.88,-0.06,0.07,33.68,0.16,0.18,0.03,0.2,0.23,0.05,0.21,0.26,0.08,0.22,0.28,0.11,0.22,0.29,0.14
1979-01-03 18:30:00,-0.11,0.17,271.05,-0.06,0.23,257.79,-0.05,0.07,45.96,0.13,0.16,0.03,0.17,0.21,0.06,0.17,0.24,0.09,0.17,0.25,0.12,0.16,0.27,0.14
1979-01-03 19:00:00,-0.02,0.12,269.19,0,0.19,254.47,-0.03,0.08,52.73,0.1,0.14,0.04,0.12,0.18,0.06,0.12,0.2,0.1,0.11,0.21,0.13,0.1,0.22,0.16
1979-01-03 19:30:00,0.11,0.05,286.55,0.08,0.14,253.07,0.02,0.1,57.29,0.06,0.1,0.04,0.06,0.13,0.08,0.04,0.14,0.12,0.04,0.15,0.16,0.06,0.16,0.2
1979-01-03 20:00:00,0.24,0.05,45.85,0.17,0.07,255.97,0.07,0.11,63.31,0.01,0.05,0.05,0.03,0.06,0.09,0.07,0.07,0.13,0.11,0.08,0.18,0.15,0.08,0.22
1979-01-03 20:30:00,0.33,0.13,64.72,0.25,0.02,43.65,0.08,0.11,68.17,0.06,0.01,0.05,0.1,0.02,0.09,0.15,0.02,0.13,0.19,0.02,0.18,0.24,0.02,0.22
1979-01-03 21:00:00,0.36,0.19,71.67,0.32,0.11,67.85,0.04,0.08,76.59,0.11,0.08,0.04,0.16,0.1,0.06,0.21,0.11,0.1,0.25,0.12,0.13,0.29,0.13,0.16
1979-01-03 21:30:00,0.34,0.23,76.76,0.35,0.19,73.13,-0.02,0.04,94.55,0.15,0.14,0.02,0.21,0.18,0.03,0.24,0.2,0.05,0.27,0.21,0.06,0.3,0.22,0.08
1979-01-03 22:00:00,0.31,0.27,80.22,0.37,0.26,77.53,-0.06,0.01,145.89,0.19,0.19,0.01,0.25,0.25,0.01,0.28,0.28,0.02,0.3,0.29,0.02,0.32,0.31,0.03
1979-01-03 22:30:00,0.29,0.28,82.28,0.35,0.32,81.46,-0.06,0.04,255.46,0.21,0.23,0.02,0.27,0.29,0.03,0.29,0.33,0.04,0.29,0.35,0.06,0.3,0.37,0.08
1979-01-03 23:00:00,0.28,0.28,82.29,0.32,0.35,84.68,-0.04,0.07,274.1,0.22,0.25,0.03,0.27,0.32,0.05,0.28,0.36,0.08,0.28,0.39,0.11,0.27,0.41,0.14
1979-01-03 23:30:00,0.26,0.26,80.29,0.28,0.36,87.08,-0.03,0.11,283.99,0.21,0.25,0.05,0.26,0.33,0.08,0.26,0.37,0.12,0.25,0.4,0.16,0.23,0.42,0.21
1979-01-04 00:00:00,0.23,0.23,76.77,0.24,0.35,88.75,-0.02,0.13,290.28,0.19,0.24,0.06,0.23,0.32,0.1,0.23,0.36,0.15,0.21,0.38,0.2,0.19,0.4,0.25
1979-01-04 00:30:00,0.17,0.18,70.27,0.21,0.31,89.93,-0.04,0.15,293.05,0.16,0.22,0.07,0.19,0.29,0.12,0.17,0.32,0.18,0.16,0.35,0.24,0.15,0.36,0.3
1979-01-04 01:00:00,0.09,0.13,54.46,0.17,0.26,90.92,-0.09,0.17,297.68,0.12,0.18,0.08,0.14,0.24,0.13,0.13,0.27,0.2,0.13,0.29,0.27,0.15,0.3,0.34
1979-01-04 01:30:00,0.02,0.09,13.62,0.14,0.19,91.77,-0.13,0.19,299.11,0.07,0.13,0.08,0.08,0.17,0.15,0.1,0.2,0.22,0.15,0.21,0.3,0.21,0.22,0.37
1979-01-04 02:00:00,-0.03,0.13,332.81,0.11,0.11,91.67,-0.14,0.21,305.09,0.05,0.08,0.09,0.09,0.1,0.16,0.16,0.11,0.24,0.23,0.12,0.32,0.31,0.13,0.4
1979-01-04 02:30:00,-0.06,0.2,317.24,0.08,0.03,79.16,-0.14,0.22,310.87,0.08,0.02,0.1,0.15,0.03,0.16,0.23,0.03,0.25,0.32,0.03,0.34,0.4,0.03,0.42
1979-01-04 03:00:00,-0.08,0.25,311.21,0.05,0.05,291.52,-0.13,0.2,316.43,0.12,0.04,0.09,0.2,0.05,0.15,0.28,0.06,0.23,0.37,0.06,0.31,0.45,0.06,0.39
1979-01-04 03:30:00,-0.11,0.29,307.98,0.02,0.12,287.86,-0.13,0.18,321.86,0.16,0.09,0.08,0.24,0.12,0.14,0.32,0.13,0.21,0.4,0.14,0.28,0.48,0.15,0.35
1979-01-04 04:00:00,-0.14,0.31,305.52,-0.02,0.18,288.02,-0.12,0.15,327.4,0.18,0.13,0.07,0.26,0.17,0.11,0.34,0.19,0.17,0.41,0.2,0.23,0.47,0.21,0.29
1979-01-04 04:30:00,-0.19,0.32,303.08,-0.06,0.22,288.14,-0.13,0.12,332.3,0.2,0.16,0.05,0.28,0.21,0.09,0.35,0.23,0.14,0.4,0.25,0.18,0.46,0.26,0.23
1979-01-04 05:00:00,-0.24,0.31,300.23,-0.11,0.25,287.45,-0.13,0.09,340.17,0.2,0.18,0.04,0.28,0.23,0.07,0.33,0.26,0.1,0.37,0.28,0.13,0.42,0.29,0.17
1979-01-04 05:30:00,-0.28,0.3,296.6,-0.15,0.26,285.67,-0.14,0.07,344.72,0.2,0.18,0.03,0.27,0.24,0.05,0.32,0.27,0.08,0.35,0.29,0.1,0.39,0.3,0.13
1979-01-04 06:00:00,-0.3,0.28,291.75,-0.17,0.26,282.85,-0.13,0.05,348.7,0.19,0.18,0.02,0.26,0.24,0.04,0.29,0.27,0.06,0.32,0.29,0.07,0.35,0.3,0.09
1979-01-04 06:30:00,-0.3,0.25,286.06,-0.18,0.24,279.45,-0.13,0.03,358.08,0.17,0.17,0.01,0.23,0.22,0.02,0.26,0.25,0.03,0.28,0.27,0.05,0.3,0.28,0.06
1979-01-04 07:00:00,-0.26,0.21,281.28,-0.16,0.22,276.5,-0.11,0.02,31.86,0.15,0.15,0.01,0.2,0.2,0.01,0.22,0.23,0.02,0.23,0.24,0.03,0.24,0.25,0.04
1979-01-04 07:30:00,-0.19,0.15,280.64,-0.11,0.18,275.63,-0.08,0.03,73.39,0.11,0.13,0.02,0.14,0.17,0.03,0.15,0.19,0.04,0.15,0.2,0.05,0.15,0.21,0.07
1979-01-04 08:00:00,-0.08,0.09,291.16,-0.05,0.13,279.73,-0.03,0.05,78.19,0.07,0.09,0.02,0.09,0.12,0.04,0.09,0.14,0.06,0.08,0.15,0.08,0.08,0.16,0.09
1979-01-04 08:30:00,0.04,0.04,354.72,0.01,0.08,298.31,0.02,0.07,87.54,0.03,0.06,0.03,0.04,0.07,0.05,0.04,0.08,0.08,0.05,0.09,0.1,0.07,0.09,0.13
1979-01-04 09:00:00,0.13,0.08,62.34,0.08,0.05,5.41,0.05,0.07,104.96,0.05,0.04,0.03,0.07,0.05,0.05,0.09,0.06,0.08,0.11,0.06,0.11,0.14,0.06,0.13
1979-01-04 09:30:00,0.17,0.14,79,0.13,0.11,51.72,0.04,0.07,127.5,0.09,0.08,0.03,0.12,0.1,0.05,0.15,0.11,0.08,0.18,0.12,0.1,0.2,0.13,0.13
1979-01-04 10:00:00,0.18,0.19,88.51,0.16,0.18,67.42,0.02,0.07,156.47,0.13,0.12,0.03,0.17,0.16,0.05,0.2,0.18,0.08,0.22,0.2,0.11,0.25,0.21,0.13
1979-01-04 10:30:00,0.16,0.22,94.93,0.17,0.24,76.49,-0.01,0.07,188.25,0.16,0.17,0.03,0.2,0.22,0.06,0.23,0.25,0.09,0.24,0.26,0.12,0.26,0.28,0.15
1979-01-04 11:00:00,0.14,0.24,99.55,0.16,0.28,83.16,-0.02,0.09,210.58,0.18,0.2,0.04,0.23,0.26,0.06,0.25,0.29,0.1,0.26,0.31,0.13,0.26,0.33,0.17
1979-01-04 11:30:00,0.13,0.24,103.17,0.13,0.31,88.36,-0,0.1,229.87,0.19,0.22,0.04,0.23,0.29,0.08,0.24,0.32,0.11,0.24,0.34,0.15,0.24,0.36,0.19
1979-01-04 12:00:00,0.12,0.22,106.58,0.1,0.32,92.48,0.02,0.12,244.97,0.18,0.22,0.05,0.22,0.29,0.09,0.22,0.33,0.13,0.21,0.35,0.18,0.2,0.37,0.23
1979-01-04 12:30:00,0.1,0.19,111.07,0.07,0.3,95.99,0.03,0.13,253.61,0.16,0.21,0.06,0.19,0.28,0.1,0.19,0.32,0.15,0.17,0.34,0.2,0.15,0.35,0.25
1979-01-04 13:00:00,0.06,0.14,119.24,0.05,0.27,99.59,0.01,0.15,261.04,0.13,0.19,0.07,0.15,0.25,0.11,0.13,0.28,0.17,0.11,0.3,0.23,0.1,0.32,0.29
1979-01-04 13:30:00,0.01,0.09,139.21,0.03,0.23,104.27,-0.02,0.16,265.49,0.1,0.16,0.07,0.1,0.21,0.12,0.08,0.23,0.19,0.08,0.25,0.25,0.11,0.26,0.31
1979-01-04 14:00:00,-0.03,0.06,194.55,0.01,0.17,111.87,-0.05,0.17,271.43,0.05,0.12,0.08,0.06,0.15,0.13,0.07,0.17,0.2,0.11,0.19,0.27,0.16,0.2,0.33
1979-01-04 14:30:00,-0.04,0.1,244.04,0,0.11,127.49,-0.04,0.18,276.8,0.04,0.08,0.08,0.07,0.1,0.13,0.12,0.11,0.2,0.18,0.12,0.27,0.24,0.12,0.34
1979-01-04 15:00:00,-0.04,0.16,261.58,-0.01,0.06,169.95,-0.03,0.17,282.51,0.07,0.04,0.08,0.12,0.06,0.13,0.19,0.06,0.2,0.25,0.07,0.27,0.32,0.07,0.34
1979-01-04 15:30:00,-0.04,0.21,268.65,-0.02,0.08,228.58,-0.02,0.16,287.19,0.11,0.06,0.07,0.17,0.07,0.12,0.24,0.08,0.18,0.3,0.09,0.25,0.37,0.09,0.31
1979-01-04 16:00:00,-0.05,0.24,271.59,-0.03,0.13,251.93,-0.02,0.13,290.72,0.14,0.09,0.06,0.2,0.12,0.1,0.26,0.13,0.15,0.32,0.14,0.2,0.38,0.15,0.25
1979-01-04 16:30:00,-0.08,0.27,272.36,-0.05,0.17,261.2,-0.03,0.11,290.11,0.16,0.12,0.05,0.23,0.16,0.08,0.29,0.18,0.13,0.35,0.19,0.17,0.4,0.2,0.21
1979-01-04 17:00:00,-0.11,0.28,271.51,-0.07,0.2,265.27,-0.04,0.08,287.76,0.18,0.15,0.04,0.25,0.19,0.06,0.3,0.21,0.09,0.35,0.23,0.12,0.39,0.24,0.16
1979-01-04 17:30:00,-0.14,0.28,268.95,-0.1,0.23,266.38,-0.04,0.05,279.86,0.18,0.16,0.02,0.25,0.21,0.04,0.3,0.24,0.06,0.33,0.25,0.08,0.37,0.27,0.11
1979-01-04 18:00:00,-0.17,0.28,264.59,-0.12,0.24,265.35,-0.06,0.04,260.27,0.19,0.17,0.02,0.25,0.22,0.03,0.3,0.25,0.05,0.33,0.26,0.07,0.36,0.28,0.08
1979-01-04 18:30:00,-0.17,0.27,258.44,-0.12,0.24,262.74,-0.06,0.04,229.96,0.18,0.17,0.02,0.24,0.22,0.03,0.28,0.25,0.04,0.31,0.26,0.06,0.34,0.28,0.07
1979-01-04 19:00:00,-0.16,0.25,251.05,-0.1,0.23,259.29,-0.07,0.04,199.46,0.17,0.16,0.02,0.23,0.21,0.03,0.26,0.24,0.05,0.29,0.25,0.06,0.31,0.26,0.08
1979-01-04 19:30:00,-0.12,0.23,243.06,-0.05,0.2,255.91,-0.07,0.06,188.21,0.15,0.14,0.02,0.21,0.19,0.04,0.24,0.21,0.06,0.27,0.23,0.09,0.3,0.24,0.11
1979-01-04 20:00:00,-0.04,0.19,233.5,0.02,0.17,253.52,-0.06,0.07,175.05,0.13,0.12,0.03,0.17,0.15,0.05,0.2,0.17,0.08,0.23,0.18,0.1,0.25,0.19,0.13
1979-01-04 20:30:00,0.08,0.13,217.55,0.1,0.11,253.02,-0.03,0.08,159.33,0.08,0.08,0.03,0.11,0.1,0.06,0.14,0.12,0.09,0.16,0.12,0.12,0.19,0.13,0.15
1979-01-04 21:00:00,0.2,0.08,179.43,0.18,0.04,257.62,0.01,0.08,150,0.04,0.03,0.04,0.06,0.04,0.06,0.09,0.04,0.1,0.12,0.05,0.13,0.15,0.05,0.16
1979-01-04 21:30:00,0.3,0.1,127.24,0.26,0.04,64.74,0.04,0.09,149.98,0.05,0.03,0.04,0.08,0.04,0.07,0.11,0.04,0.1,0.15,0.04,0.14,0.18,0.05,0.17
1979-01-04 22:00:00,0.35,0.15,107.59,0.31,0.12,72.55,0.04,0.09,160.42,0.09,0.08,0.04,0.13,0.11,0.07,0.16,0.12,0.1,0.19,0.13,0.13,0.22,0.14,0.17
1979-01-04 22:30:00,0.34,0.19,103.46,0.34,0.19,76.91,0,0.09,182.74,0.13,0.14,0.04,0.17,0.18,0.07,0.2,0.2,0.1,0.22,0.22,0.14,0.24,0.23,0.17
1979-01-04 23:00:00,0.32,0.22,103.19,0.34,0.26,80.85,-0.02,0.1,202.67,0.16,0.18,0.04,0.21,0.24,0.07,0.23,0.27,0.11,0.24,0.28,0.15,0.26,0.3,0.19
1979-01-04 23:30:00,0.29,0.24,104.03,0.33,0.3,84.27,-0.04,0.11,216.39,0.18,0.21,0.05,0.23,0.28,0.08,0.24,0.31,0.13,0.25,0.33,0.17,0.26,0.35,0.21
1979-01-05 00:00:00,0.27,0.23,105.22,0.3,0.32,86.94,-0.03,0.13,232.4,0.19,0.23,0.06,0.23,0.3,0.1,0.23,0.34,0.15,0.23,0.36,0.2,0.22,0.38,0.25
1979-01-05 00:30:00,0.23,0.21,106.73,0.27,0.33,88.82,-0.04,0.14,241.81,0.18,0.23,0.06,0.21,0.3,0.11,0.21,0.34,0.16,0.19,0.36,0.22,0.18,0.38,0.28
1979-01-05 01:00:00,0.16,0.16,109.89,0.23,0.31,90.08,-0.08,0.17,251.23,0.15,0.22,0.07,0.17,0.29,0.13,0.15,0.32,0.19,0.13,0.34,0.26,0.12,0.36,0.33
1979-01-05 01:30:00,0.08,0.11,117.77,0.2,0.27,91,-0.12,0.18,255.18,0.12,0.19,0.08,0.13,0.25,0.14,0.1,0.28,0.21,0.08,0.3,0.28,0.1,0.32,0.36
1979-01-05 02:00:00,-0,0.05,145.7,0.17,0.22,91.72,-0.17,0.19,259.75,0.07,0.16,0.09,0.07,0.2,0.15,0.05,0.23,0.23,0.08,0.24,0.3,0.14,0.26,0.38
1979-01-05 02:30:00,-0.05,0.05,245.99,0.14,0.15,91.96,-0.19,0.2,265.69,0.02,0.11,0.09,0.02,0.14,0.15,0.08,0.16,0.23,0.14,0.17,0.31,0.21,0.18,0.39
1979-01-05 03:00:00,-0.07,0.12,272.17,0.11,0.08,89.55,-0.18,0.2,271.11,0.03,0.06,0.09,0.08,0.08,0.15,0.15,0.09,0.23,0.22,0.09,0.31,0.3,0.1,0.39
1979-01-05 03:30:00,-0.07,0.18,279.43,0.08,0.02,38.38,-0.15,0.19,275.42,0.08,0.01,0.08,0.14,0.01,0.14,0.21,0.02,0.22,0.28,0.02,0.29,0.36,0.02,0.37
1979-01-05 04:00:00,-0.06,0.24,282.52,0.05,0.06,295.05,-0.11,0.18,278.09,0.12,0.05,0.08,0.19,0.06,0.14,0.27,0.07,0.21,0.35,0.07,0.28,0.42,0.07,0.35
1979-01-05 04:30:00,-0.07,0.27,283.72,0.01,0.12,290.63,-0.08,0.15,278.05,0.15,0.09,0.07,0.23,0.11,0.11,0.3,0.13,0.17,0.37,0.14,0.23,0.43,0.14,0.29
1979-01-05 05:00:00,-0.1,0.29,283.7,-0.03,0.17,289.56,-0.07,0.12,275.55,0.17,0.12,0.05,0.25,0.16,0.09,0.32,0.18,0.14,0.38,0.19,0.19,0.43,0.2,0.24
1979-01-05 05:30:00,-0.14,0.29,282.81,-0.07,0.2,288.56,-0.07,0.09,269.62,0.18,0.14,0.04,0.25,0.19,0.07,0.31,0.21,0.1,0.36,0.23,0.14,0.41,0.24,0.18
1979-01-05 06:00:00,-0.18,0.28,280.58,-0.12,0.22,286.97,-0.06,0.06,256.76,0.18,0.16,0.03,0.25,0.21,0.05,0.3,0.23,0.07,0.34,0.25,0.1,0.37,0.26,0.12
1979-01-05 06:30:00,-0.22,0.27,276.26,-0.15,0.23,284.66,-0.07,0.05,235.32,0.18,0.17,0.02,0.24,0.22,0.04,0.29,0.24,0.06,0.32,0.26,0.08,0.35,0.27,0.1
1979-01-05 07:00:00,-0.23,0.24,269.29,-0.17,0.23,281.82,-0.06,0.05,196.08,0.17,0.16,0.02,0.22,0.21,0.04,0.25,0.24,0.06,0.27,0.26,0.08,0.29,0.27,0.1
1979-01-05 07:30:00,-0.22,0.22,260.34,-0.17,0.22,278.99,-0.06,0.07,181.95,0.15,0.15,0.03,0.2,0.2,0.05,0.23,0.23,0.08,0.25,0.24,0.11,0.27,0.25,0.14
1979-01-05 08:00:00,-0.19,0.2,250,-0.14,0.19,277.17,-0.05,0.09,177.53,0.14,0.14,0.04,0.18,0.18,0.07,0.21,0.2,0.11,0.24,0.22,0.14,0.26,0.23,0.18
1979-01-05 08:30:00,-0.11,0.16,237.18,-0.09,0.16,277.96,-0.02,0.11,168.2,0.11,0.11,0.05,0.14,0.15,0.08,0.17,0.16,0.13,0.2,0.18,0.17,0.23,0.19,0.22
1979-01-05 09:00:00,-0.01,0.12,217.43,-0.03,0.11,284.64,0.02,0.13,163.48,0.07,0.08,0.06,0.1,0.1,0.1,0.13,0.12,0.15,0.17,0.13,0.2,0.22,0.13,0.25
1979-01-05 09:30:00,0.1,0.1,184.83,0.03,0.07,309.41,0.07,0.15,163.46,0.04,0.05,0.07,0.07,0.06,0.11,0.12,0.07,0.17,0.17,0.07,0.23,0.23,0.08,0.29
1979-01-05 10:00:00,0.18,0.11,150.52,0.08,0.06,18.5,0.09,0.15,166.43,0.04,0.04,0.07,0.08,0.05,0.12,0.13,0.06,0.18,0.19,0.06,0.24,0.25,0.07,0.3
1979-01-05 10:30:00,0.23,0.14,130.74,0.12,0.11,56.38,0.1,0.15,173.8,0.07,0.08,0.07,0.11,0.1,0.12,0.16,0.11,0.18,0.21,0.12,0.24,0.26,0.13,0.3
1979-01-05 11:00:00,0.24,0.18,122.64,0.15,0.17,70.84,0.09,0.15,182.22,0.11,0.12,0.07,0.16,0.15,0.12,0.2,0.17,0.18,0.24,0.19,0.24,0.29,0.19,0.3
1979-01-05 11:30:00,0.23,0.21,120.26,0.15,0.22,79.47,0.08,0.15,192.75,0.14,0.15,0.07,0.19,0.2,0.11,0.22,0.23,0.17,0.26,0.24,0.23,0.3,0.25,0.29
1979-01-05 12:00:00,0.22,0.23,120.72,0.14,0.26,85.7,0.08,0.15,202.72,0.16,0.18,0.07,0.21,0.24,0.11,0.24,0.27,0.17,0.27,0.28,0.23,0.31,0.3,0.29
1979-01-05 12:30:00,0.21,0.22,123.16,0.11,0.28,90.41,0.1,0.15,217.99,0.16,0.2,0.07,0.21,0.26,0.11,0.23,0.29,0.17,0.25,0.31,0.23,0.27,0.32,0.29
1979-01-05 13:00:00,0.18,0.21,127.47,0.09,0.28,94.12,0.09,0.16,226.16,0.16,0.2,0.07,0.2,0.26,0.12,0.22,0.29,0.18,0.23,0.31,0.24,0.26,0.33,0.3
1979-01-05 13:30:00,0.14,0.17,134.85,0.06,0.26,97.39,0.08,0.17,238.84,0.14,0.19,0.07,0.17,0.25,0.13,0.17,0.28,0.19,0.19,0.29,0.26,0.21,0.31,0.32
1979-01-05 14:00:00,0.09,0.14,148.49,0.04,0.23,100.97,0.05,0.17,244.39,0.11,0.17,0.08,0.14,0.22,0.13,0.14,0.24,0.2,0.17,0.26,0.27,0.2,0.27,0.34
1979-01-05 14:30:00,0.03,0.1,173.79,0.03,0.19,105.88,0,0.18,254.48,0.08,0.13,0.08,0.09,0.18,0.14,0.11,0.2,0.21,0.15,0.21,0.28,0.2,0.22,0.35
1979-01-05 15:00:00,-0.01,0.1,211.91,0.01,0.14,114.1,-0.02,0.18,260.65,0.05,0.1,0.08,0.08,0.13,0.14,0.12,0.14,0.21,0.17,0.15,0.28,0.24,0.16,0.35
1979-01-05 15:30:00,-0.03,0.13,243.56,0,0.08,131.98,-0.03,0.18,269.11,0.05,0.06,0.08,0.09,0.08,0.14,0.15,0.09,0.21,0.22,0.09,0.28,0.28,0.1,0.35
1979-01-05 16:00:00,-0.03,0.17,260.12,-0.01,0.05,182.4,-0.02,0.17,277.1,0.08,0.04,0.07,0.13,0.05,0.13,0.2,0.05,0.19,0.26,0.06,0.26,0.33,0.06,0.33
1979-01-05 16:30:00,-0.02,0.22,268.16,-0.02,0.07,236.12,0,0.16,281.96,0.11,0.05,0.07,0.18,0.07,0.12,0.25,0.08,0.19,0.32,0.08,0.25,0.38,0.09,0.32
1979-01-05 17:00:00,-0.02,0.25,272,-0.04,0.12,254.63,0.02,0.14,285.85,0.14,0.08,0.06,0.21,0.11,0.11,0.28,0.12,0.17,0.34,0.13,0.22,0.4,0.13,0.28
1979-01-05 17:30:00,-0.04,0.27,273.36,-0.06,0.15,261.73,0.02,0.12,287.88,0.16,0.11,0.05,0.23,0.14,0.09,0.29,0.16,0.14,0.35,0.17,0.19,0.41,0.18,0.24
1979-01-05 18:00:00,-0.06,0.28,272.91,-0.09,0.18,264.47,0.03,0.1,288.11,0.17,0.13,0.05,0.24,0.17,0.08,0.3,0.19,0.12,0.36,0.2,0.16,0.41,0.21,0.2
1979-01-05 18:30:00,-0.09,0.27,271.07,-0.11,0.2,264.78,0.02,0.07,289.06,0.17,0.14,0.03,0.24,0.19,0.05,0.29,0.21,0.08,0.33,0.23,0.11,0.37,0.24,0.14
1979-01-05 19:00:00,-0.12,0.26,267.79,-0.12,0.21,263.43,0,0.05,286.3,0.17,0.15,0.02,0.23,0.2,0.04,0.28,0.22,0.06,0.31,0.24,0.08,0.34,0.25,0.1
1979-01-05 19:30:00,-0.13,0.25,262.75,-0.12,0.21,260.99,-0.01,0.04,272.44,0.17,0.15,0.02,0.23,0.2,0.03,0.26,0.22,0.04,0.29,0.24,0.06,0.32,0.25,0.08
1979-01-05 20:00:00,-0.11,0.23,256.37,-0.09,0.2,258.05,-0.03,0.03,244.97,0.16,0.14,0.01,0.21,0.19,0.02,0.24,0.21,0.03,0.27,0.22,0.05,0.29,0.23,0.06
1979-01-05 20:30:00,-0.07,0.21,249.66,-0.03,0.18,255.32,-0.04,0.04,221.83,0.14,0.13,0.02,0.19,0.16,0.03,0.22,0.18,0.04,0.25,0.2,0.06,0.27,0.21,0.07
1979-01-05 21:00:00,0.02,0.16,242.46,0.04,0.14,253.45,-0.02,0.03,191.55,0.11,0.1,0.02,0.14,0.13,0.03,0.17,0.15,0.04,0.19,0.16,0.05,0.2,0.16,0.07
1979-01-05 21:30:00,0.14,0.1,231.42,0.11,0.09,252.9,0.02,0.04,168.22,0.07,0.06,0.02,0.09,0.08,0.03,0.11,0.09,0.04,0.12,0.1,0.06,0.13,0.1,0.07
1979-01-05 22:00:00,0.25,0.05,196.43,0.18,0.03,254.48,0.06,0.04,164.54,0.03,0.02,0.02,0.04,0.02,0.03,0.06,0.03,0.05,0.07,0.03,0.07,0.09,0.03,0.08
